id,place_name,description,category,city,province,price,rating,coordinate,lat,long,metadata,dir
11,Taman Labirin Banua (Kebun Raya Banua),Daya tarik utama tempat wisata ini adalah sensasi memasuki lorong-lorong labirin dari tumbuhan dengan tujuan mencari jalan keluar,Tempat Rekreasi,Banjarbaru,Kalimantan Selatan,7000,4.3,"{'lat': -3.483.857,'lng': 1.148.194.781}",-3.483.857,1.148.194.781,taman labirin banua (kebun raya banua) tempat rekreasi daya tarik utama tempat wisata ini adalah sensasi memasuki lorong-lorong labirin dari tumbuhan dengan tujuan mencari jalan keluar banjarbaru,images/banjarbaru/image_11
12,Aquatica Waterpark & ​​Playground,Aquatica Waterpark & ​​Playground merupakan destinasi wisata yang menyediakan kolam serta permainan lain yang menarik minat pengunjung. disini juga disertai Live Band.,Tempat Rekreasi,Banjarbaru,Kalimantan Selatan,30000,4.3,"{'lat': -3.463.109,'lng': 114.776.734}",-3.463.109,114.776.734,aquatica waterpark & ​​playground tempat rekreasi aquatica waterpark & ​​playground merupakan destinasi wisata yang menyediakan kolam serta permainan lain yang menarik minat pengunjung. disini juga disertai live band. banjarbaru,images/banjarbaru/image_12
13,Meek Farm,"Bagi Anda yang merupakan pecinta buah durian, maka ketika berada di Banjarbaru Anda pun wajib untuk datang ke agrowisata Meek Farm. Pasalnya, ketika berada disini, Anda pun akan bisa menikmati berbagai macam hal yang berbau durian.",Tempat Rekreasi,Banjarbaru,Kalimantan Selatan,20000,4.2,"{'lat': -34.676.454,'lng': 1.147.922.383}",-34.676.454,1.147.922.383,"meek farm tempat rekreasi bagi anda yang merupakan pecinta buah durian, maka ketika berada di banjarbaru anda pun wajib untuk datang ke agrowisata meek farm. pasalnya, ketika berada disini, anda pun akan bisa menikmati berbagai macam hal yang berbau durian. banjarbaru",images/banjarbaru/image_13
14,Taman Air Mancur Minggu Raya,Air Mancur Minggu Raya menawarkan area taman hijau dengan berbagai hiasan dan lampu warna-warni serta area permainan.,Tempat Rekreasi,Banjarbaru,Kalimantan Selatan,0,4.3,"{'lat': -34.425.531,'lng': 11.483.084}",-34.425.531,11.483.084,taman air mancur minggu raya tempat rekreasi air mancur minggu raya menawarkan area taman hijau dengan berbagai hiasan dan lampu warna-warni serta area permainan. banjarbaru,images/banjarbaru/image_14
15,Wisata Kuliner Kampung Purun,"Wisata Kuliner Kampung Purun ini yaitu tempat galeri UMKM berupa showroom bagi pengrajin purun, dan tentunya wisata kuliner makanan khas Kalimantan Selatan",Tempat Rekreasi,Banjarbaru,Kalimantan Selatan,5000,4,"{'lat': -35.049.635,'lng': 1.147.844.544}",-35.049.635,1.147.844.544,"wisata kuliner kampung purun tempat rekreasi wisata kuliner kampung purun ini yaitu tempat galeri umkm berupa showroom bagi pengrajin purun, dan tentunya wisata kuliner makanan khas kalimantan selatan banjarbaru",images/banjarbaru/image_15
16,Taman Hutan Raya Sultan Adam,"Taman Hutan Raya Sultan Adam yaitu destinasi wisata yang memanjakan mata dengan pemandangan hutannya. Hal menarik lainnya, wisata Taman Hutan Raya Sultan Adam ini juga memiliki air terjun dengan keindahan memanjakan sejauh mata memandang.",Tempat Rekreasi,Banjarbaru,Kalimantan Selatan,10000,4.6,"{'lat': -35.194.142,'lng': 1.149.501.443}",-35.194.142,1.149.501.443,"taman hutan raya sultan adam tempat rekreasi taman hutan raya sultan adam yaitu destinasi wisata yang memanjakan mata dengan pemandangan hutannya. hal menarik lainnya, wisata taman hutan raya sultan adam ini juga memiliki air terjun dengan keindahan memanjakan sejauh mata memandang. banjarbaru",images/banjarbaru/image_16
17,Bukit Matang Kaladan,"Bukit Matang Kaladan memiliki pemandangan mirip Raja Ampat di Papua Barat Daya. Untuk mencapai puncak Bukit Matang Kaladan, wisatawan harus mendaki tebing curam dengan menepaki ribuan anak tangga setinggi kurang lebih 400 meter.",Pegunungan,Banjarbaru,Kalimantan Selatan,10000,4.5,"{'lat': -35.254.244,'lng': 1.150.094.272}",-35.254.244,1.150.094.272,"bukit matang kaladan pegunungan bukit matang kaladan memiliki pemandangan mirip raja ampat di papua barat daya. untuk mencapai puncak bukit matang kaladan, wisatawan harus mendaki tebing curam dengan menepaki ribuan anak tangga setinggi kurang lebih 400 meter. banjarbaru",images/banjarbaru/image_17
18,Taman Van Der Pijl,"Gemerlap lampu warna-warni yang mempercantik Taman Van Der Pijl saat malam hari, menjadi daya Tarik pengunjung maupun masyarakat",Tempat Rekreasi,Banjarbaru,Kalimantan Selatan,10000,4.4,"{'lat': -34.426.616,'lng': 1.148.312.515}",-34.426.616,1.148.312.515,"taman van der pijl tempat rekreasi gemerlap lampu warna-warni yang mempercantik taman van der pijl saat malam hari, menjadi daya tarik pengunjung maupun masyarakat banjarbaru",images/banjarbaru/image_18
19,MENARA 33,Menara 33 dibangun sebagai penunjang normalisasi sungai Kemuning serta penataan lingkungan sekitarnya hingga bisa menjadi daya tarik pariwisata,Sejarah dan Budaya,Banjarbaru,Kalimantan Selatan,0,4.4,"{'lat': -34.433.988,'lng': 1.148.197.863}",-34.433.988,1.148.197.863,menara 33 sejarah dan budaya menara 33 dibangun sebagai penunjang normalisasi sungai kemuning serta penataan lingkungan sekitarnya hingga bisa menjadi daya tarik pariwisata banjarbaru,images/banjarbaru/image_19
20,Wisata Petik Melon Banjarbaru,Wisata yang asri dan menjadi daya tarik baik wisatawan baik lokal maupun luar daerah serta menjadi salah ikon kebanggaan Kota Banjarbaru,Tempat Rekreasi,Banjarbaru,Kalimantan Selatan,0,4.9,"{'lat': -34.143.017,'lng': 1.147.636.587}",-34.143.017,1.147.636.587,wisata petik melon banjarbaru tempat rekreasi wisata yang asri dan menjadi daya tarik baik wisatawan baik lokal maupun luar daerah serta menjadi salah ikon kebanggaan kota banjarbaru banjarbaru,images/banjarbaru/image_20
21,Waduk Banjarbaru,"Daya tarik yang dapat dinikmati, yaitu Lesehan Terapung Rama Shinta, Pulau Pinus 2, Bukit Batas hingga memancing",Alam,Banjarbaru,Kalimantan Selatan,10000,4.3,"{'lat': -34.751.354,'lng': 1.148.269.569}",-34.751.354,1.148.269.569,"waduk banjarbaru alam daya tarik yang dapat dinikmati, yaitu lesehan terapung rama shinta, pulau pinus 2, bukit batas hingga memancing banjarbaru",images/banjarbaru/image_21
22,PINE ISLAND ARANIO,Perjalanan yang unik dan menyenangkan tersebut menjadi daya tarik wisatawan untuk datang berkunjung ke Pulau Pinus karena disertai hamparan pohon pinus di sepanjang jalan.,Alam,Banjarbaru,Kalimantan Selatan,35000,4.5,"{'lat': -35.364.435,'lng': 1.150.541.896}",-35.364.435,1.150.541.896,pine island aranio alam perjalanan yang unik dan menyenangkan tersebut menjadi daya tarik wisatawan untuk datang berkunjung ke pulau pinus karena disertai hamparan pohon pinus di sepanjang jalan. banjarbaru,images/banjarbaru/image_22
23,Bukit Munggualung,"Selain menawarkan keindahan alam, hutan dan gunung, dari tempat ini pengunjung bisa swafoto sambil menikmati matahari terbit maupun tenggelam",Pegunungan,Banjarbaru,Kalimantan Selatan,10000,4.6,"{'lat': -35.276.196,'lng': 1.148.403.789}",-35.276.196,1.148.403.789,"bukit munggualung pegunungan selain menawarkan keindahan alam, hutan dan gunung, dari tempat ini pengunjung bisa swafoto sambil menikmati matahari terbit maupun tenggelam banjarbaru",images/banjarbaru/image_23
24,Mandin Putri Waterfall,Kawasan air terjun ini bersih dan alami pegunungan. Wisatawan dapat mandi dan bermain air juga tersedia toilet untuk berbilas.,Alam,Banjarbaru,Kalimantan Selatan,10000,4.3,"{'lat': -3.515.647,'lng': 11.494.289}",-3.515.647,11.494.289,mandin putri waterfall alam kawasan air terjun ini bersih dan alami pegunungan. wisatawan dapat mandi dan bermain air juga tersedia toilet untuk berbilas. banjarbaru,images/banjarbaru/image_24
25,Jack kolam,Jack kolam menjadi destinasi apabila ingin berenang dengan suasana yang tenang.,Tempat Rekreasi,Banjarbaru,Kalimantan Selatan,20000,4.2,"{'lat': -34.332.716,'lng': 114.894.639}",-34.332.716,114.894.639,jack kolam tempat rekreasi jack kolam menjadi destinasi apabila ingin berenang dengan suasana yang tenang. banjarbaru,images/banjarbaru/image_25
26,Danau Seran,"Pengunjung dapat menikmati jernihnya air danau untuk berenang. Pengelola juga menyediakan pelampung dari ban yang dapat disewa. Lebih uniknya lagi di tengah danau terdapat pulau kecil, pulau ini dihiasi banyak pohon pinus yang rindang",Alam,Banjarbaru,Kalimantan Selatan,15000,4.1,"{'lat': -34.890.639,'lng': 1.147.913.052}",-34.890.639,1.147.913.052,"danau seran alam pengunjung dapat menikmati jernihnya air danau untuk berenang. pengelola juga menyediakan pelampung dari ban yang dapat disewa. lebih uniknya lagi di tengah danau terdapat pulau kecil, pulau ini dihiasi banyak pohon pinus yang rindang banjarbaru",images/banjarbaru/image_26
27,Air Terjun Janda Beranak Tiga Desa Kiram,"Wisata ini memiliki 3 tingkatan air terjun, untuk pengunjung yang tidak ingin jalan terlalu jauh bisa di air terjun tingkatan pertama.",Alam,Banjarbaru,Kalimantan Selatan,5000,4.3,"{'lat': -3.529.158,'lng': 114.922.585}",-3.529.158,114.922.585,"air terjun janda beranak tiga desa kiram alam wisata ini memiliki 3 tingkatan air terjun, untuk pengunjung yang tidak ingin jalan terlalu jauh bisa di air terjun tingkatan pertama. banjarbaru",images/banjarbaru/image_27
28,Palm Mini Waterpark,Ada 4 jenis kolam renang dan sejumlah wahana permainan yang bisa dicoba,Tempat Rekreasi,Banjarbaru,Kalimantan Selatan,25000,4.6,"{'lat': -34.691.517,'lng': 1.148.126.472}",-34.691.517,1.148.126.472,palm mini waterpark tempat rekreasi ada 4 jenis kolam renang dan sejumlah wahana permainan yang bisa dicoba banjarbaru,images/banjarbaru/image_28
29,Kebun Melati Jasmine Hill,Hamparan bunga metlati yang memanjakan mata membuat suasana pengunjung merasa damai,Tempat Rekreasi,Banjarbaru,Kalimantan Selatan,0,5,"{'lat': -34.494.208,'lng': 1.149.173.605}",-34.494.208,1.149.173.605,kebun melati jasmine hill tempat rekreasi hamparan bunga metlati yang memanjakan mata membuat suasana pengunjung merasa damai banjarbaru,images/banjarbaru/image_29
30,Pine Forest II,"Kegiatan menarik saat mengunjungi wisata alam Hutan Pinus II, seperti berburu foto, berpiknik, berjalan, bersantai menjadi daya tarik destinasi wisata ini.",Alam,Banjarbaru,Kalimantan Selatan,20000,4.2,"{'lat': -34.333.844,'lng': 1.148.400.872}",-34.333.844,1.148.400.872,"pine forest ii alam kegiatan menarik saat mengunjungi wisata alam hutan pinus ii, seperti berburu foto, berpiknik, berjalan, bersantai menjadi daya tarik destinasi wisata ini. banjarbaru",images/banjarbaru/image_30
31,Origami Park,"Origami Park menjadi objek wisata yang menyajikan pemandangan alam hijau yang cukup mempesona. Selama menikmati waktu di taman tersebut, wisatawan akan selalu menjumpai hamparan rerumputan hijau yang begitu luas dan segar. Selain itu, ada pula beberapa jenis bunga yang tumbuh dengan cantik.",Tempat Rekreasi,Banjarbaru,Kalimantan Selatan,20000,3.9,"{'lat': -34.983.093,'lng': 1.148.128.216}",-34.983.093,1.148.128.216,"origami park tempat rekreasi origami park menjadi objek wisata yang menyajikan pemandangan alam hijau yang cukup mempesona. selama menikmati waktu di taman tersebut, wisatawan akan selalu menjumpai hamparan rerumputan hijau yang begitu luas dan segar. selain itu, ada pula beberapa jenis bunga yang tumbuh dengan cantik. banjarbaru",images/banjarbaru/image_31
32,Sungai Kiram Berbatu,Daya tarik dari Kiram Park adalah nuansa yang sejuk dan nyaman untuk bersantai. Hal tersebut tidak lepas dari letaknya yang berada di kawasan pegunungan. Pohon-pohon disekitar tempat wisata ini juga masih banyak.,Alam,Banjarbaru,Kalimantan Selatan,10000,4.6,"{'lat': -3.542.864,'lng': 114.914.615}",-3.542.864,114.914.615,sungai kiram berbatu alam daya tarik dari kiram park adalah nuansa yang sejuk dan nyaman untuk bersantai. hal tersebut tidak lepas dari letaknya yang berada di kawasan pegunungan. pohon-pohon disekitar tempat wisata ini juga masih banyak. banjarbaru,images/banjarbaru/image_32
33,Kebun Kopi Edukasi,"Pengunjung akan diberitahu cara memulai budidaya tanaman kopi, mulai dari pembibitan hingga proses pascapanen.
",Tempat Rekreasi,Banjarbaru,Kalimantan Selatan,25000,5,"{'lat': -34.496.272,'lng': 1.148.088.885}",-34.496.272,1.148.088.885,"kebun kopi edukasi tempat rekreasi pengunjung akan diberitahu cara memulai budidaya tanaman kopi, mulai dari pembibitan hingga proses pascapanen.
 banjarbaru",images/banjarbaru/image_33
34,Bukit Batas,Kawasan ini menawarkan keindahan pemandangan pulau-pulau kecil yang ada pada Waduk Riam Kanan.,Pegunungan,Banjarbaru,Kalimantan Selatan,5000,4.6,"{'lat': -35.481.369,'lng': 1.150.411.178}",-35.481.369,1.150.411.178,bukit batas pegunungan kawasan ini menawarkan keindahan pemandangan pulau-pulau kecil yang ada pada waduk riam kanan. banjarbaru,images/banjarbaru/image_34
35,Embung Kebun Raya Banua,"Wisatawan yang datang biasanya mulai dari pukul 16.00 hingga tutup, karena mereka mengincar suasana sore hari dan juga ingin melihat sunset di pinggiran embung.",Tempat Rekreasi,Banjarbaru,Kalimantan Selatan,7000,4.6,"{'lat': -34.867.631,'lng': 114.817.323}",-34.867.631,114.817.323,"embung kebun raya banua tempat rekreasi wisatawan yang datang biasanya mulai dari pukul 16.00 hingga tutup, karena mereka mengincar suasana sore hari dan juga ingin melihat sunset di pinggiran embung. banjarbaru",images/banjarbaru/image_35
36,Taman Gembira Banjarbaru,Taman Gembira ditumbuhi beragam pohon rindang berukuran besar yang menaungi taman dari sinar matahari.,Tempat Rekreasi,Banjarbaru,Kalimantan Selatan,0,4.5,"{'lat': -34.457.582,'lng': 1.148.319.269}",-34.457.582,1.148.319.269,taman gembira banjarbaru tempat rekreasi taman gembira ditumbuhi beragam pohon rindang berukuran besar yang menaungi taman dari sinar matahari. banjarbaru,images/banjarbaru/image_36
37,Experiment Garden Banjarbaru,,Tempat Rekreasi,Banjarbaru,Kalimantan Selatan,,4.2,"{'lat': -34.345.146,'lng': 1.147.983.514}",-34.345.146,1.147.983.514,experiment garden banjarbaru tempat rekreasi  banjarbaru,images/banjarbaru/image_37
38,Air Terjun Mandin Putri Kembar,Kawasan air terjun ini bersih dan alami pegunungan. Wisatawan dapat mandi dan bermain air juga tersedia toilet untuk berbilas.,Alam,Banjarbaru,Kalimantan Selatan,10000,4.4,"{'lat': -35.197.746,'lng': 1.149.360.506}",-35.197.746,1.149.360.506,air terjun mandin putri kembar alam kawasan air terjun ini bersih dan alami pegunungan. wisatawan dapat mandi dan bermain air juga tersedia toilet untuk berbilas. banjarbaru,images/banjarbaru/image_38
39,Tugu Dulangan Banjarbaru,,Sejarah dan Budaya,Banjarbaru,Kalimantan Selatan,,4.5,"{'lat': -34.613.945,'lng': 1.148.110.198}",-34.613.945,1.148.110.198,tugu dulangan banjarbaru sejarah dan budaya  banjarbaru,images/banjarbaru/image_39
40,Danau Caramin,"Tempat wisata Amuntai terbaru ini menjadi daya tarik utama, karena airnya jernih kehijauan seperti cermin. Maka tak heran jika danau Caramin juga disebut dengan danau cermin",Alam,Banjarbaru,Kalimantan Selatan,15000,3.9,"{'lat': -3.492.753,'lng': 114.762.894}",-3.492.753,114.762.894,"danau caramin alam tempat wisata amuntai terbaru ini menjadi daya tarik utama, karena airnya jernih kehijauan seperti cermin. maka tak heran jika danau caramin juga disebut dengan danau cermin banjarbaru",images/banjarbaru/image_40
41,Taman Sakura Al-Munawarah Banjarbaru,Taman sakura adalah taman terbuka di sekitar masjid agung al munawwarah. Vegetasu rumput luaas denan rimbun pohon dan penataan objek geometri yang tepat membuat taman ini selalu ramai dikunjungi tiap hari.,Tempat Rekreasi,Banjarbaru,Kalimantan Selatan,0,4.8,"{'lat': -34.607.232,'lng': 1.148.255.304}",-34.607.232,1.148.255.304,taman sakura al-munawarah banjarbaru tempat rekreasi taman sakura adalah taman terbuka di sekitar masjid agung al munawwarah. vegetasu rumput luaas denan rimbun pohon dan penataan objek geometri yang tepat membuat taman ini selalu ramai dikunjungi tiap hari. banjarbaru,images/banjarbaru/image_41
