id,place_name,description,category,city,province,price,rating,coordinate,lat,long,metadata,dir
11,Pulau Bidadari,"Pulau Bidadari merupakan salah satu resor di Kabupaten Kepulauan Seribu, Jakarta. Sebelum bernama Pulau Bidadari, pulau ini memiliki dua nama yaitu Pulau Sakit dan Pulau Purmerend",Alam,Kepulauan Seribu,Jakarta,5000,4.6,"{'lat': -6.035832999999999, 'lng': 106.746944}",-6.035833,106.746944,"pulau bidadari alam pulau bidadari merupakan salah satu resor di kabupaten kepulauan seribu, jakarta. sebelum bernama pulau bidadari, pulau ini memiliki dua nama yaitu pulau sakit dan pulau purmerend kepulauan seribu",images/jakarta/image_11
12,Pulau Pari,"Pulau Pari adalah sebuah pulau yang terletak di Kepulauan Seribu di Daerah Khusus Ibukota Jakarta, Indonesia.",Alam,Kepulauan Seribu,Jakarta,150000,4,"{'lat': -5.9074328, 'lng': 106.5863989}",-5.9074328,106.5863989,"pulau pari alam pulau pari adalah sebuah pulau yang terletak di kepulauan seribu di daerah khusus ibukota jakarta, indonesia. kepulauan seribu",images/jakarta/image_12
13,Pulau Pramuka,Pulau Pramuka merupakan salah satu pulau yang berada dalam gugusan Kepulauan Seribu. Pulau ini merupakan pusat administrasi dan pemerintahan Kabupaten Administrasi Kepulauan Seribu. Pulau Pramuka termasuk ke dalam wilayah Kelurahan Pulau Panggang.,Alam,Kepulauan Seribu,Jakarta,5000,4.2,"{'lat': -5.745962, 'lng': 106.6136577}",-5.745962,106.6136577,pulau pramuka alam pulau pramuka merupakan salah satu pulau yang berada dalam gugusan kepulauan seribu. pulau ini merupakan pusat administrasi dan pemerintahan kabupaten administrasi kepulauan seribu. pulau pramuka termasuk ke dalam wilayah kelurahan pulau panggang. kepulauan seribu,images/jakarta/image_13
14,Pulau Pelangi,"Pulau Pelangi adalah sebuah pulau yang terletak di Kepulauan Seribu di Daerah Khusus Ibukota Jakarta, Indonesia. Pulau Pelangi adalah sebuah pulau yang terletak di Kepulauan Seribu di Daerah Khusus Ibukota Jakarta, Indonesia, Pulau Pelangi / biasa disebut Pulau Petondan Besar ( Pelangi Island ) merupakan pulau resort yang sesuai untuk berlibur. Pulau Resort ini mempunyai konsep natural, karena sebagian wilayahnya di penuhi dengan rerimbunan pohon yang menyejukan mata, Keindahan alam dan lautnya layak untuk dikunjungi. Dikelilingi oleh rimbunan pohon dan laut berwarana biru jernih membuat suasanan sejuk dan nyaman. Kondisi yang ideal untuk wisata bersama keluarga. Dengan akomodasi yang langsung menghadap ke laut membuat turis betah berlama-lama di Pulau Pelangi.\nMenurut informasi, Pulau Pelangi atau Pulau Petondan Besar merupakan pulau yang berada pada gugusan Kepulauan Seribu. Secara administratif termasuk dalam wilayah Kabupaten Administratif Kepulauan Seribu provinsi DKI Jakarta. Bersamaan dengan Pulau Petondan Kecil merupakan sebuah resort berlibur. Letaknya berdekatan dengan gugusan yang sama dengan Pulau Kelor dan Pulau Kelapa.\nUntuk mencapai Pelangi Resort dibutuhkan waktu 90 menit perjalanan dari dermaga Pantai Mutiara. Terdapat kapal speedboat khusus di pier R1 Pantai Mutiara yang membawa penumpang kesana. Letaknya 60 – 70 km dari Pantai Mutiara memang lumayan jauh. Namun perjalanan anda terbayar lunas begitu sampai di Pulau Pelangi.",Alam,Kepulauan Seribu,Jakarta,900000,4.8,"{'lat': -5.587055, 'lng': 106.5885}",-5.587055,106.5885,"pulau pelangi alam pulau pelangi adalah sebuah pulau yang terletak di kepulauan seribu di daerah khusus ibukota jakarta, indonesia. pulau pelangi adalah sebuah pulau yang terletak di kepulauan seribu di daerah khusus ibukota jakarta, indonesia, pulau pelangi / biasa disebut pulau petondan besar ( pelangi island ) merupakan pulau resort yang sesuai untuk berlibur. pulau resort ini mempunyai konsep natural, karena sebagian wilayahnya di penuhi dengan rerimbunan pohon yang menyejukan mata, keindahan alam dan lautnya layak untuk dikunjungi. dikelilingi oleh rimbunan pohon dan laut berwarana biru jernih membuat suasanan sejuk dan nyaman. kondisi yang ideal untuk wisata bersama keluarga. dengan akomodasi yang langsung menghadap ke laut membuat turis betah berlama-lama di pulau pelangi.\nmenurut informasi, pulau pelangi atau pulau petondan besar merupakan pulau yang berada pada gugusan kepulauan seribu. secara administratif termasuk dalam wilayah kabupaten administratif kepulauan seribu provinsi dki jakarta. bersamaan dengan pulau petondan kecil merupakan sebuah resort berlibur. letaknya berdekatan dengan gugusan yang sama dengan pulau kelor dan pulau kelapa.\nuntuk mencapai pelangi resort dibutuhkan waktu 90 menit perjalanan dari dermaga pantai mutiara. terdapat kapal speedboat khusus di pier r1 pantai mutiara yang membawa penumpang kesana. letaknya 60 – 70 km dari pantai mutiara memang lumayan jauh. namun perjalanan anda terbayar lunas begitu sampai di pulau pelangi. kepulauan seribu",images/jakarta/image_14
15,Pasar Seni,"Pasar Seni merupakan Pusat kerajinan dan kesenian yang menjadi wadah bagi seniman berbakat untuk menyalurkan kerajinan seni yang mereka miliki. Seniman dapat bertemu dengan para kolektor seni dan pengusaha untuk saling berbagi informasi dan memasarkan produk yang dimiliki. Didirikan awal tahun 1977, dengan peletakan batu pertama oleh Bang Ali Sadikin, Gubernur pertama DKI Jakarta, tepatnya pada bulan Juli 1977. Dan diresmikan oleh Gubernur H. Tjokropanolo pada tanggal 17 Desember 1977. Sejak diresmikan Pasar Seni, mendapat sambutan positif bagi pada pecinta seni yang ada.",Perbelanjaan,Jakarta Utara,Jakarta,0,4.4,"{'lat': -6.1766868, 'lng': 106.8417666}",-6.1766868,106.8417666,"pasar seni perbelanjaan pasar seni merupakan pusat kerajinan dan kesenian yang menjadi wadah bagi seniman berbakat untuk menyalurkan kerajinan seni yang mereka miliki. seniman dapat bertemu dengan para kolektor seni dan pengusaha untuk saling berbagi informasi dan memasarkan produk yang dimiliki. didirikan awal tahun 1977, dengan peletakan batu pertama oleh bang ali sadikin, gubernur pertama dki jakarta, tepatnya pada bulan juli 1977. dan diresmikan oleh gubernur h. tjokropanolo pada tanggal 17 desember 1977. sejak diresmikan pasar seni, mendapat sambutan positif bagi pada pecinta seni yang ada. jakarta utara",images/jakarta/image_15
16,Jembatan Kota Intan,"Jembatan Kota Intan adalah jembatan tertua di Indonesia yang dibangun pada tahun 1628 oleh pemerintah Vereenigde Oostindische Compagnie atau VOC, atau masyarakat kita lebih familiar dengan sebutan Kumpeni. Jembatan itu kini terletak di Kali Besar kawasan Kota Tua wilayah Jakarta Barat dan berada di bawah pengelolaan Dinas Pariwisata dan Kebudayaan Provinsi DKI Jakarta.",Sejarah dan Budaya,Jakarta Barat,Jakarta,0,4.3,"{'lat': -6.1314572, 'lng': 106.8106169}",-6.1314572,106.8106169,"jembatan kota intan sejarah dan budaya jembatan kota intan adalah jembatan tertua di indonesia yang dibangun pada tahun 1628 oleh pemerintah vereenigde oostindische compagnie atau voc, atau masyarakat kita lebih familiar dengan sebutan kumpeni. jembatan itu kini terletak di kali besar kawasan kota tua wilayah jakarta barat dan berada di bawah pengelolaan dinas pariwisata dan kebudayaan provinsi dki jakarta. jakarta barat",images/jakarta/image_16
17,Museum Fatahillah,"Museum Fatahillah memiliki nama resmi Museum Sejarah Jakarta adalah sebuah museum yang terletak di Jalan Taman Fatahillah No. 1, Jakarta Barat dengan luas lebih dari 1.300 meter persegi.\nBangunan ini dahulu merupakan balai kota Batavia (bahasa Belanda: Stadhuis van Batavia) yang dibangun pada tahun 1707-1710 atas perintah Gubernur-Jendral Joan van Hoorn. Bangunan ini menyerupai Istana Dam di Amsterdam, terdiri atas bangunan utama dengan dua sayap di bagian timur dan barat serta bangunan sanding yang digunakan sebagai kantor, ruang pengadilan, dan ruang-ruang bawah tanah yang dipakai sebagai penjara. Pada tanggal 30 Maret 1974, bangunan ini kemudian diresmikan oleh bapak Ali Sadikin sebagai Museum Sejarah Jakarta.",Sejarah dan Budaya,Jakarta Barat,Jakarta,5000,4.4,"{'lat': -6.136448899999999, 'lng': 106.8130661}",-6.1364489,106.8130661,"museum fatahillah sejarah dan budaya museum fatahillah memiliki nama resmi museum sejarah jakarta adalah sebuah museum yang terletak di jalan taman fatahillah no. 1, jakarta barat dengan luas lebih dari 1.300 meter persegi.\nbangunan ini dahulu merupakan balai kota batavia (bahasa belanda: stadhuis van batavia) yang dibangun pada tahun 1707-1710 atas perintah gubernur-jendral joan van hoorn. bangunan ini menyerupai istana dam di amsterdam, terdiri atas bangunan utama dengan dua sayap di bagian timur dan barat serta bangunan sanding yang digunakan sebagai kantor, ruang pengadilan, dan ruang-ruang bawah tanah yang dipakai sebagai penjara. pada tanggal 30 maret 1974, bangunan ini kemudian diresmikan oleh bapak ali sadikin sebagai museum sejarah jakarta. jakarta barat",images/jakarta/image_17
18,Museum Bank Indonesia,"Museum Bank Indonesia adalah sebuah museum di Jakarta, Indonesia yang terletak di Jl. Pintu Besar Utara No.3, Jakarta Barat (depan stasiun Beos Kota), dengan menempati area bekas gedung Bank Indonesia Kota yang merupakan cagar budaya peninggalan De Javasche Bank yang beraliran neo-klasikal, dipadu dengan pengaruh lokal, dan dibangun pertama kali pada tahun 1828.\nPada tahun 1625, di tempat ini pernah dibangun sebuah gereja sederhana untuk umat Protestan. Pada tahun 1628, gereja ini dibongkar karena digunakan untuk tempat meriam besar ketika puluhan ribu tentara Sultan Agung menyerang Batavia untuk pertama kali.Museum ini menyajikan informasi peran Bank Indonesia dalam perjalanan sejarah bangsa yang dimulai sejak sebelum kedatangan bangsa barat di Nusantara hingga terbentuknya Bank Indonesia pada tahun 1953 dan kebijakan-kebijakan Bank Indonesia, meliputi pula latar belakang dan dampak kebijakan Bank Indonesia bagi masyarakat sampai dengan tahun 2005. Penyajiannya dikemas sedemikian rupa dengan memanfaatkan teknologi modern dan multi media, seperti display elektronik, panel statik, televisi plasma, dan diorama sehingga menciptakan kenyamanan pengunjung dalam menikmati Museum Bank Indonesia. Selain itu terdapat pula fakta dan koleksi benda bersejarah pada masa sebelum terbentuknya Bank Indonesia, seperti pada masa kerajaan-kerajaan Nusantara, antara lain berupa koleksi uang numismatik yang ditampilkan juga secara menarik.\nPeresmian Museum Bank Indonesia dilakukan melalui dua tahap, yaitu peresmian tahap I dan mulai dibuka untuk masyarakat (soft opening) pada tanggal 15 Desember 2006 oleh Gubernur Bank Indonesia saat itu, Burhanuddin Abdullah, dan peresmian tahap II (grand opening) oleh Presiden RI Susilo Bambang Yudhoyono, pada tanggal 21 Juli 2009.\nMuseum Bank Indonesia buka setiap hari kecuali Senin dan hari libur nasional.",Sejarah dan Budaya,Jakarta Barat,Jakarta,2000,4.7,"{'lat': -6.137127, 'lng': 106.813005}",-6.137127,106.813005,"museum bank indonesia sejarah dan budaya museum bank indonesia adalah sebuah museum di jakarta, indonesia yang terletak di jl. pintu besar utara no.3, jakarta barat (depan stasiun beos kota), dengan menempati area bekas gedung bank indonesia kota yang merupakan cagar budaya peninggalan de javasche bank yang beraliran neo-klasikal, dipadu dengan pengaruh lokal, dan dibangun pertama kali pada tahun 1828.\npada tahun 1625, di tempat ini pernah dibangun sebuah gereja sederhana untuk umat protestan. pada tahun 1628, gereja ini dibongkar karena digunakan untuk tempat meriam besar ketika puluhan ribu tentara sultan agung menyerang batavia untuk pertama kali.museum ini menyajikan informasi peran bank indonesia dalam perjalanan sejarah bangsa yang dimulai sejak sebelum kedatangan bangsa barat di nusantara hingga terbentuknya bank indonesia pada tahun 1953 dan kebijakan-kebijakan bank indonesia, meliputi pula latar belakang dan dampak kebijakan bank indonesia bagi masyarakat sampai dengan tahun 2005. penyajiannya dikemas sedemikian rupa dengan memanfaatkan teknologi modern dan multi media, seperti display elektronik, panel statik, televisi plasma, dan diorama sehingga menciptakan kenyamanan pengunjung dalam menikmati museum bank indonesia. selain itu terdapat pula fakta dan koleksi benda bersejarah pada masa sebelum terbentuknya bank indonesia, seperti pada masa kerajaan-kerajaan nusantara, antara lain berupa koleksi uang numismatik yang ditampilkan juga secara menarik.\nperesmian museum bank indonesia dilakukan melalui dua tahap, yaitu peresmian tahap i dan mulai dibuka untuk masyarakat (soft opening) pada tanggal 15 desember 2006 oleh gubernur bank indonesia saat itu, burhanuddin abdullah, dan peresmian tahap ii (grand opening) oleh presiden ri susilo bambang yudhoyono, pada tanggal 21 juli 2009.\nmuseum bank indonesia buka setiap hari kecuali senin dan hari libur nasional. jakarta barat",images/jakarta/image_18
19,Kidzania,"KidZania adalah sebuah waralaba swasta Meksiko berupa pusat hiburan keluarga yang saat ini beroperasi di 23 lokasi, yang memungkinkan anak-anak melakukan pekerjaan orang dewasa dan mendapat bayaran. KidZania telah dikunjungi oleh lebih dari 31 juta pengunjung di seluruh dunia sejak pembukaannya, menjadikannya salah satu merek hiburan global yang paling cepat berkembang di dunia.",Tempat Rekreasi,Jakarta Selatan,Jakarta,185000,4.6,"{'lat': -6.225073499999999, 'lng': 106.8097144}",-6.2250735,106.8097144,"kidzania tempat rekreasi kidzania adalah sebuah waralaba swasta meksiko berupa pusat hiburan keluarga yang saat ini beroperasi di 23 lokasi, yang memungkinkan anak-anak melakukan pekerjaan orang dewasa dan mendapat bayaran. kidzania telah dikunjungi oleh lebih dari 31 juta pengunjung di seluruh dunia sejak pembukaannya, menjadikannya salah satu merek hiburan global yang paling cepat berkembang di dunia. jakarta selatan",images/jakarta/image_19
20,Museum Taman Prasasti,"Museum Taman Prasasti adalah sebuah museum cagar budaya peninggalan masa kolonial Belanda yang berada di Jalan Tanah Abang No. 1, Jakarta Pusat. Museum ini memiliki koleksi prasasti nisan kuno serta miniatur makam khas dari 27 provinsi di Indonesia, beserta koleksi kereta jenazah antik. Museum seluas 1,2 ha ini merupakan museum terbuka yang menampilkan karya seni dari masa lampau tentang kecanggihan para pematung, pemahat, kaligrafer dan sastrawan yang menyatu.",Sejarah dan Budaya,Jakarta Pusat,Jakarta,2000,4.5,"{'lat': -6.172224099999998, 'lng': 106.8189695}",-6.1722241,106.8189695,"museum taman prasasti sejarah dan budaya museum taman prasasti adalah sebuah museum cagar budaya peninggalan masa kolonial belanda yang berada di jalan tanah abang no. 1, jakarta pusat. museum ini memiliki koleksi prasasti nisan kuno serta miniatur makam khas dari 27 provinsi di indonesia, beserta koleksi kereta jenazah antik. museum seluas 1,2 ha ini merupakan museum terbuka yang menampilkan karya seni dari masa lampau tentang kecanggihan para pematung, pemahat, kaligrafer dan sastrawan yang menyatu. jakarta pusat",images/jakarta/image_20
21,Museum Wayang,"Museum Wayang adalah sebuah museum yang berlokasi di Jalan Pintu Besar Utara Nomor 27, Jakarta Barat.",Sejarah dan Budaya,Jakarta Barat,Jakarta,5000,4.5,"{'lat': -6.1349072, 'lng': 106.8124452}",-6.1349072,106.8124452,"museum wayang sejarah dan budaya museum wayang adalah sebuah museum yang berlokasi di jalan pintu besar utara nomor 27, jakarta barat. jakarta barat",images/jakarta/image_21
