id,place_name,description,category,city,province,price,rating,coordinate,lat,long,metadata,dir
11,Pantai Khalkote,"Pantai Khalkote adalah sebuah destinasi wisata yang terletak di Distrik Sentani Timur, Kabupaten Jayapura, Papua. Pantai ini terletak di tepi Danau Sentani dan menawarkan pemandangan Danau Sentani yang indah.Pantai Khalkote memiliki hamparan pasir putih yang lembut dan air yang jernih. Ombak di pantai ini cukup tenang, sehingga cocok untuk berenang dan bermain air.",Alam,Jayapura,Papua,10000,4.4,"{'lat': -25.998.619,'lng': 1.405.769.392}",-25.998.619,1.405.769.392,"pantai khalkote alam pantai khalkote adalah sebuah destinasi wisata yang terletak di distrik sentani timur, kabupaten jayapura, papua. pantai ini terletak di tepi danau sentani dan menawarkan pemandangan danau sentani yang indah.pantai khalkote memiliki hamparan pasir putih yang lembut dan air yang jernih. ombak di pantai ini cukup tenang, sehingga cocok untuk berenang dan bermain air. jayapura",images/jayapura/image_11
12,Pantai Srava Cava Base G ,"Pantai Base G papua memiliki pemandangan alam yang sangat luar biasa dengan panorama yang indah, alami dan juga asri. Hamparan pasir putih nan lembut dengan deburan ombak yang tak terlalu besar menjadikan tempat ini sangat cocok untuk wisatawan yang sedang mencari ketenangan untuk melepas segala rasa stress. Apalagi jika wisatawan mengunjungi pantai ini saat pagi hari, panorama matahari terbit akan memanjakan siapapun yang melihatnya. Tak hanya itu saja, air yang jernih kebiruan akan ikut memantulkan keindahan matahari pagi yang berwarna keemasan.",Alam,Jayapura,Papua,20000,4.7,"{'lat': -25.283.693,'lng': 1.407.420.672}",-25.283.693,1.407.420.672,"pantai srava cava base g  alam pantai base g papua memiliki pemandangan alam yang sangat luar biasa dengan panorama yang indah, alami dan juga asri. hamparan pasir putih nan lembut dengan deburan ombak yang tak terlalu besar menjadikan tempat ini sangat cocok untuk wisatawan yang sedang mencari ketenangan untuk melepas segala rasa stress. apalagi jika wisatawan mengunjungi pantai ini saat pagi hari, panorama matahari terbit akan memanjakan siapapun yang melihatnya. tak hanya itu saja, air yang jernih kebiruan akan ikut memantulkan keindahan matahari pagi yang berwarna keemasan. jayapura",images/jayapura/image_12
13,Cyclop Waterfall,"Wahana pertama yang wajib dikunjungi saat ke Papua berlokasi di Sentani – Jayapura adalah Cycloop Waterpark. Uniknya air yang digunakan bersumber langsung dari mata air gunung Cycloop tidak jauh dari lokasi sehingga sangat segar dan alami. Waterpark ini memiliki ketinggian kolam dewasa dan anak-anak yang berbeda. Lokasi kolam pun terpisah sehingga lebih aman untuk balita. Tidak saja hanya menyajikan tempat bermain air dengan seluncuran dan atribut lain, Cycloop waterpark juga menyediakan pondok-pondok yang bisa disewa.",Alam,Jayapura,Papua,50000,4.8,"{'lat': -25.337.523,'lng': 1.405.135.334}",-25.337.523,1.405.135.334,"cyclop waterfall alam wahana pertama yang wajib dikunjungi saat ke papua berlokasi di sentani – jayapura adalah cycloop waterpark. uniknya air yang digunakan bersumber langsung dari mata air gunung cycloop tidak jauh dari lokasi sehingga sangat segar dan alami. waterpark ini memiliki ketinggian kolam dewasa dan anak-anak yang berbeda. lokasi kolam pun terpisah sehingga lebih aman untuk balita. tidak saja hanya menyajikan tempat bermain air dengan seluncuran dan atribut lain, cycloop waterpark juga menyediakan pondok-pondok yang bisa disewa. jayapura",images/jayapura/image_13
14,Pantai Hamadi,"Pantai Hamadi terletak kurang lebih 5 kilometer sebelah selatan pusat kota Jayapura, tepatnya di Distrik Jayapura Selatan Kotamadya Jayapura, Provinsi Papua. Pantai ini juga merupakan tempat pendaratan pertama pasukan amphibi sekutu pada tahun 1944. Selain dapat menikmati indahnya suasana pantai yang teduh ini, anda juga dapat mengetahui sejarah tentang perang dunia kedua pada masa lampau yang tersimpan di Pantai Hamadi.",Alam,Jayapura,Papua,10000,4.2,"{'lat': -25.749.645,'lng': 140.706.615}",-25.749.645,140.706.615,"pantai hamadi alam pantai hamadi terletak kurang lebih 5 kilometer sebelah selatan pusat kota jayapura, tepatnya di distrik jayapura selatan kotamadya jayapura, provinsi papua. pantai ini juga merupakan tempat pendaratan pertama pasukan amphibi sekutu pada tahun 1944. selain dapat menikmati indahnya suasana pantai yang teduh ini, anda juga dapat mengetahui sejarah tentang perang dunia kedua pada masa lampau yang tersimpan di pantai hamadi. jayapura",images/jayapura/image_14
15,Pantai Skow Yambe,"Pantai Skouw Yambe memiliki hamparan pasir putih yang lembut dan air yang jernih. Ombak di pantai ini cukup tenang, sehingga cocok untuk berenang dan bermain air. Di Pantai Skouw Yambe, pengunjung dapat melakukan berbagai aktivitas, seperti berenang, bermain air, bersantai, dan menikmati pemandangan. Di sekitar pantai ini juga terdapat berbagai fasilitas, seperti tempat parkir, toilet, dan warung makan.",Alam,Jayapura,Papua,5000,4.7,"{'lat': -26.038.584,'lng': 140.801.893}",-26.038.584,140.801.893,"pantai skow yambe alam pantai skouw yambe memiliki hamparan pasir putih yang lembut dan air yang jernih. ombak di pantai ini cukup tenang, sehingga cocok untuk berenang dan bermain air. di pantai skouw yambe, pengunjung dapat melakukan berbagai aktivitas, seperti berenang, bermain air, bersantai, dan menikmati pemandangan. di sekitar pantai ini juga terdapat berbagai fasilitas, seperti tempat parkir, toilet, dan warung makan. jayapura",images/jayapura/image_15
16,Telaga Yope,"Telaga Yope memiliki air yang jernih dan berwarna biru kehijauan. Di sekitar telaga ini terdapat pepohonan yang rindang, sehingga suasananya sangat sejuk dan asri. Di Telaga Yope, pengunjung dapat melakukan berbagai aktivitas, seperti berenang, memancing, bersantai, dan menikmati pemandangan. Di sekitar telaga ini juga terdapat berbagai fasilitas, seperti tempat parkir, toilet, dan warung makan.",Alam,Jayapura,Papua,10000,4,"{'lat': -26.057.471,'lng': 1.404.061.743}",-26.057.471,1.404.061.743,"telaga yope alam telaga yope memiliki air yang jernih dan berwarna biru kehijauan. di sekitar telaga ini terdapat pepohonan yang rindang, sehingga suasananya sangat sejuk dan asri. di telaga yope, pengunjung dapat melakukan berbagai aktivitas, seperti berenang, memancing, bersantai, dan menikmati pemandangan. di sekitar telaga ini juga terdapat berbagai fasilitas, seperti tempat parkir, toilet, dan warung makan. jayapura",images/jayapura/image_16
17,Bukit Bhulem Mokho,"Bukit Bhulem Mokho memiliki ketinggian sekitar 100 meter di atas permukaan laut. Bukit ini memiliki jalur pendakian yang cukup mudah, dan menawarkan pemandangan Danau Sentani yang indah. Dari Bukit Bhulem Mokho, pengunjung dapat melihat pemandangan Danau Sentani, Gunung Cycloop, dan Pulau Yosim. Pemandangan ini sangat indah, terutama pada sore hari saat matahari terbenam.",Pegunungan,Jayapura,Papua,10000,4.9,"{'lat': -26.071.277,'lng': 1.405.321.392}",-26.071.277,1.405.321.392,"bukit bhulem mokho pegunungan bukit bhulem mokho memiliki ketinggian sekitar 100 meter di atas permukaan laut. bukit ini memiliki jalur pendakian yang cukup mudah, dan menawarkan pemandangan danau sentani yang indah. dari bukit bhulem mokho, pengunjung dapat melihat pemandangan danau sentani, gunung cycloop, dan pulau yosim. pemandangan ini sangat indah, terutama pada sore hari saat matahari terbenam. jayapura",images/jayapura/image_17
18,Kampung Nelayan Hamadi,"Kampung Nelayan Hamadi adalah sebuah destinasi wisata yang terletak di Distrik Jayapura Selatan, Kota Jayapura, Papua. Kampung ini terletak di tepi Teluk Youtefa dan menawarkan pemandangan Pulau Kura-kura yang indah. Kampung Nelayan Hamadi memiliki jembatan sepanjang 2 kilometer yang menghubungkan perkampungan nelayan dengan kawasan pesisir. Jembatan ini dihiasi dengan ukiran bermotif khas budaya Papua. Di Kampung Nelayan Hamadi, pengunjung dapat melakukan berbagai aktivitas, seperti berfoto-foto, belajar tentang kehidupan nelayan, dan menikmati pemandangan. Di sekitar kampung ini juga terdapat berbagai fasilitas, seperti tempat parkir, toilet, dan warung makan.",Desa Wisata,Jayapura,Papua,10000,4.4,"{'lat': -25.661.661,'lng': 1.407.136.562}",-25.661.661,1.407.136.562,"kampung nelayan hamadi desa wisata kampung nelayan hamadi adalah sebuah destinasi wisata yang terletak di distrik jayapura selatan, kota jayapura, papua. kampung ini terletak di tepi teluk youtefa dan menawarkan pemandangan pulau kura-kura yang indah. kampung nelayan hamadi memiliki jembatan sepanjang 2 kilometer yang menghubungkan perkampungan nelayan dengan kawasan pesisir. jembatan ini dihiasi dengan ukiran bermotif khas budaya papua. di kampung nelayan hamadi, pengunjung dapat melakukan berbagai aktivitas, seperti berfoto-foto, belajar tentang kehidupan nelayan, dan menikmati pemandangan. di sekitar kampung ini juga terdapat berbagai fasilitas, seperti tempat parkir, toilet, dan warung makan. jayapura",images/jayapura/image_18
19,Pantai Ciberi Jayapura,"Pantai Jayapura adalah sebuah destinasi wisata yang terletak di Distrik Jayapura Selatan, Kota Jayapura, Papua. Pantai ini berjarak sekitar 5 kilometer dari pusat kota Jayapura. ",Alam,Jayapura,Papua,10000,4.5,"{'lat': -25.966.189,'lng': 140.711.856}",-25.966.189,140.711.856,"pantai ciberi jayapura alam pantai jayapura adalah sebuah destinasi wisata yang terletak di distrik jayapura selatan, kota jayapura, papua. pantai ini berjarak sekitar 5 kilometer dari pusat kota jayapura.  jayapura",images/jayapura/image_19
20,Bukit Hawe,"Bukit Hawe adalah sebuah destinasi wisata alam yang terletak di Distrik Sentani, Kabupaten Jayapura, Papua. Bukit ini berjarak sekitar 10 kilometer dari pusat kota Jayapura. Bukit Hawe memiliki ketinggian sekitar 1.000 meter di atas permukaan laut. Bukit ini memiliki jalur pendakian yang cukup menantang, dan menawarkan pemandangan Danau Sentani yang sangat indah.",Pegunungan,Jayapura,Papua,10000,5,"{'lat': -2.565.554,'lng': 140.513.123}",-2.565.554,140.513.123,"bukit hawe pegunungan bukit hawe adalah sebuah destinasi wisata alam yang terletak di distrik sentani, kabupaten jayapura, papua. bukit ini berjarak sekitar 10 kilometer dari pusat kota jayapura. bukit hawe memiliki ketinggian sekitar 1.000 meter di atas permukaan laut. bukit ini memiliki jalur pendakian yang cukup menantang, dan menawarkan pemandangan danau sentani yang sangat indah. jayapura",images/jayapura/image_20
21,Pantai Aulia,"Pantai Aulia adalah sebuah destinasi wisata alam yang terletak di Distrik Holtekamp, Kota Jayapura, Papua. Pantai ini berjarak sekitar 10 kilometer dari pusat kota Jayapura. Pantai Aulia merupakan salah satu destinasi wisata yang populer di Jayapura. Pantai ini sering dijadikan sebagai tempat untuk bersantai dan menikmati keindahan alam.",Alam,Jayapura,Papua,10000,4.5,"{'lat': -2.618.117,'lng': 1.407.346.732}",-2.618.117,1.407.346.732,"pantai aulia alam pantai aulia adalah sebuah destinasi wisata alam yang terletak di distrik holtekamp, kota jayapura, papua. pantai ini berjarak sekitar 10 kilometer dari pusat kota jayapura. pantai aulia merupakan salah satu destinasi wisata yang populer di jayapura. pantai ini sering dijadikan sebagai tempat untuk bersantai dan menikmati keindahan alam. jayapura",images/jayapura/image_21
22,Pantai Howe,"Pantai Howe adalah sebuah destinasi wisata alam yang terletak di Distrik Sentani, Kabupaten Jayapura, Papua. Pantai ini berjarak sekitar 10 kilometer dari pusat kota Jayapura. ",Alam,Jayapura,Papua,10000,4.3,"{'lat': -25.873.429,'lng': 1.405.352.137}",-25.873.429,1.405.352.137,"pantai howe alam pantai howe adalah sebuah destinasi wisata alam yang terletak di distrik sentani, kabupaten jayapura, papua. pantai ini berjarak sekitar 10 kilometer dari pusat kota jayapura.  jayapura",images/jayapura/image_22
23,Kampung Ormu Necheibe,"Kampung Ormu Necheibe adalah salah satu kampung adat di Distrik Ravenirara, Kabupaten Jayapura, Papua. Kampung ini terletak di lereng Gunung Cycloop, sekitar 30 kilometer dari pusat kota Jayapura. Kampung Ormu Necheibe memiliki budaya yang unik dan masih terjaga hingga saat ini. Masyarakat adat di kampung ini masih memegang teguh adat istiadat dan tradisi leluhur mereka.",Desa Wisata,Jayapura,Papua,10000,5,"{'lat': -24.541.179,'lng': 1.405.864.634}",-24.541.179,1.405.864.634,"kampung ormu necheibe desa wisata kampung ormu necheibe adalah salah satu kampung adat di distrik ravenirara, kabupaten jayapura, papua. kampung ini terletak di lereng gunung cycloop, sekitar 30 kilometer dari pusat kota jayapura. kampung ormu necheibe memiliki budaya yang unik dan masih terjaga hingga saat ini. masyarakat adat di kampung ini masih memegang teguh adat istiadat dan tradisi leluhur mereka. jayapura",images/jayapura/image_23
24,Telaga Bermuda,"Telaga Bermuda adalah sebuah telaga yang terletak di puncak Gunung Cycloop, sekitar 30 kilometer dari pusat kota Jayapura, Papua. Telaga ini ditemukan pada tahun 2017 oleh tim pendaki dari Yabahei Hikers.Telaga Bermuda memiliki luas sekitar 1 hektar dan kedalaman sekitar 50 meter. Air di telaga ini sangat jernih dan berwarna biru kehijauan.",Alam,Jayapura,Papua,10000,5,"{'lat': -25.077.815,'lng': 1.406.702.321}",-25.077.815,1.406.702.321,"telaga bermuda alam telaga bermuda adalah sebuah telaga yang terletak di puncak gunung cycloop, sekitar 30 kilometer dari pusat kota jayapura, papua. telaga ini ditemukan pada tahun 2017 oleh tim pendaki dari yabahei hikers.telaga bermuda memiliki luas sekitar 1 hektar dan kedalaman sekitar 50 meter. air di telaga ini sangat jernih dan berwarna biru kehijauan. jayapura",images/jayapura/image_24
25,Danau Imfote,"Danau Love, atau danau Imfote terletak di daerah pebukitan di desa Imfote Jayapura. Danau berbentuk hati yang indah ini dikelilingi oleh bukit savana. Bukit hijau yang mengelilingi Danau Love (Cinta) atau Telaga Cinta semakin menambah keindahan dan kesan romantis Danau. Meskipun lokasinya yang terpencil dan jalan ke tempat ini penuh tantangan.",Alam,Jayapura,Papua,0,4.4,"{'lat': -26.608.739,'lng': 1.405.396.897}",-26.608.739,1.405.396.897,"danau imfote alam danau love, atau danau imfote terletak di daerah pebukitan di desa imfote jayapura. danau berbentuk hati yang indah ini dikelilingi oleh bukit savana. bukit hijau yang mengelilingi danau love (cinta) atau telaga cinta semakin menambah keindahan dan kesan romantis danau. meskipun lokasinya yang terpencil dan jalan ke tempat ini penuh tantangan. jayapura",images/jayapura/image_25
26,Bukit Kolang,"Bukit Kolang Mokko bisa disebut juga sebagai surga kecil di Papua karena mengundang hasrat siapa saja yang melihatnya pasti akan berlama-lama untuk menikmati pesona di sana. Belum lagi adanya padang rumput menambah keindahan perbukitan. Ini menjadi satu tempat yang pas dan dijamin menenangkan hati dan pikiran. Alam dan hutan masih terlihat terawat dan terjaga dengan sangat baik. Masyarakat sekitar terkadang ikut merawat dengan masih memegang teguh nilai-nilai kearifan lokal untuk menjaga bumi tetap asri. Hamparan perbukitan dan indahnya Danau Sentani juga menjadi satu di antara spot yang disuguhkan oleh Bukit Kolang Mokko. Pagi saat matahari terbit dan senja saat matahari terbenam adalah waktu terbaik melihat keindahan alam di sana. Namun bila siang ataupun malam tiba pun tak masalah, masih bisa di temukan spot foto terbaik.",Pegunungan,Jayapura,Papua,10000,4.4,"{'lat': -25.620.863,'lng': 1.405.181.458}",-25.620.863,1.405.181.458,"bukit kolang pegunungan bukit kolang mokko bisa disebut juga sebagai surga kecil di papua karena mengundang hasrat siapa saja yang melihatnya pasti akan berlama-lama untuk menikmati pesona di sana. belum lagi adanya padang rumput menambah keindahan perbukitan. ini menjadi satu tempat yang pas dan dijamin menenangkan hati dan pikiran. alam dan hutan masih terlihat terawat dan terjaga dengan sangat baik. masyarakat sekitar terkadang ikut merawat dengan masih memegang teguh nilai-nilai kearifan lokal untuk menjaga bumi tetap asri. hamparan perbukitan dan indahnya danau sentani juga menjadi satu di antara spot yang disuguhkan oleh bukit kolang mokko. pagi saat matahari terbit dan senja saat matahari terbenam adalah waktu terbaik melihat keindahan alam di sana. namun bila siang ataupun malam tiba pun tak masalah, masih bisa di temukan spot foto terbaik. jayapura",images/jayapura/image_26
