preferences_1,preferences_2,budget
rekreasi,,134500
waterpark,,300500
jembatan,jalan,448000
sejarah,air,195500
fasilitas,taman,326000
kebun,,277000
patung,laut,183000
keluarga,,338500
kapal,museum,220500
wisata,patung,69500
fasilitas,jalan,442000
taman,,10500
kapal,,147500
monumen,,307000
sejarah,jalan,120500
sejarah,,277000
masjid,,50000
masjid,,169000
patung,,52000
monumen,fasilitas,446000
kapal,taman,376500
waterpark,rekreasi,61500
pantai,rekreasi,39000
jembatan,keluarga,345500
taman,,413500
waterpark,museum,358500
kebun,,214500
monumen,,2500
kota,patung,14500
keluarga,budaya,459000
budaya,sejarah,278500
fasilitas,wisata,401000
monumen,jembatan,274000
waterpark,wisata,370000
museum,sejarah,382500
waterpark,,320500
budaya,kota,241500
patung,fasilitas,149500
kapal,keluarga,36500
kapal,,375500
rekreasi,museum,370000
pantai,,70000
kapal,sejarah,133000
taman,,33000
budaya,patung,20500
masjid,,438000
keluarga,,370000
pantai,keluarga,296500
air,taman,441000
waterpark,,154000
pantai,wisata,93000
jalan,,93000
budaya,air,216000
laut,masjid,80000
rekreasi,budaya,111000
kapal,jalan,122000
pantai,,44000
kapal,kebun,110500
taman,,379000
taman,budaya,299500
pantai,taman,402000
pantai,keluarga,192500
kebun,waterpark,500
kebun,budaya,166000
museum,,351000
wisata,,249500
monumen,wisata,328000
kota,jalan,197000
fasilitas,,62500
museum,,413000
jalan,,268000
jalan,jembatan,40500
wisata,waterpark,217500
kapal,,17500
waterpark,wisata,363500
laut,monumen,311500
kota,waterpark,403500
air,,394000
museum,rekreasi,121000
jalan,museum,346000
kota,,229000
waterpark,,172000
air,,45500
keluarga,,258500
taman,museum,31000
wisata,kota,298000
rekreasi,wisata,200500
kebun,wisata,83000
rekreasi,museum,229500
masjid,,202000
kebun,,311000
taman,,313500
taman,laut,55500
pantai,,263000
wisata,rekreasi,352000
masjid,,394000
taman,air,316000
taman,jalan,53500
budaya,jembatan,178000
jembatan,,136500
kebun,,451500
budaya,,107000
museum,monumen,345500
masjid,laut,164500
waterpark,,461500
sejarah,,390500
budaya,,452500
keluarga,,423500
jembatan,,11500
rekreasi,,313500
sejarah,,430500
keluarga,,310000
wisata,kebun,99500
pantai,,430500
kapal,waterpark,144000
air,,453000
keluarga,jalan,436500
sejarah,,294500
kapal,pantai,414000
wisata,,73500
masjid,monumen,412500
jembatan,,248000
kebun,budaya,233000
monumen,pantai,248000
masjid,,329500
masjid,jembatan,194000
kapal,,391000
air,waterpark,171500
masjid,,1500
fasilitas,,150500
taman,air,388500
masjid,,80000
monumen,,206000
wisata,,71000
kebun,keluarga,362000
laut,taman,146000
budaya,,190500
taman,,399500
jalan,pantai,460500
kebun,monumen,127500
taman,,108500
museum,,467500
monumen,kebun,337000
budaya,,204500
museum,wisata,55500
museum,keluarga,262500
masjid,museum,283000
air,,224500
museum,taman,252000
sejarah,masjid,221000
jembatan,waterpark,73000
sejarah,fasilitas,399000
masjid,air,51000
monumen,rekreasi,311500
sejarah,kapal,373000
laut,,264500
wisata,,161500
patung,rekreasi,222500
taman,monumen,114500
air,wisata,341000
laut,,181500
sejarah,,254000
monumen,,28000
monumen,kota,428000
waterpark,,371000
budaya,,309000
kebun,,303500
museum,keluarga,322500
kota,,61500
patung,masjid,159500
museum,,415500
monumen,,107000
kota,monumen,124500
air,,142000
kota,,64500
fasilitas,,321500
taman,laut,266000
wisata,,377000
jalan,,347000
monumen,,434000
museum,masjid,230000
air,,376000
budaya,monumen,217500
wisata,taman,299000
wisata,taman,281000
kebun,,340000
keluarga,,145500
museum,,206000
rekreasi,,272000
kota,budaya,364000
kebun,,193500
wisata,,35500
taman,,407000
air,jalan,287500
jembatan,kapal,380500
rekreasi,monumen,151000
masjid,,353000
waterpark,,256000
taman,kota,209000
waterpark,fasilitas,96500
kebun,,271500
air,,326000
monumen,kota,396500
waterpark,laut,26500
laut,,38000
fasilitas,,24500
rekreasi,patung,317000
kapal,masjid,309000
pantai,,219500
patung,laut,294000
jembatan,wisata,50500
taman,,337500
waterpark,kebun,265500
waterpark,sejarah,388000
keluarga,,461500
monumen,,117000
jembatan,fasilitas,450000
air,,9500
pantai,,249000
budaya,,268000
jembatan,,305500
masjid,,266000
patung,,353000
museum,monumen,2500
kebun,,179500
sejarah,,197000
air,,257500
air,pantai,201500
taman,,41000
taman,,117500
taman,rekreasi,55000
budaya,laut,284500
kebun,,113500
rekreasi,,250500
taman,laut,283000
budaya,pantai,376500
air,,238500
masjid,,334000
masjid,air,66500
taman,kebun,392500
kota,,327000
monumen,,38000
kapal,,53000
patung,,202000
patung,,154000
monumen,,297000
wisata,taman,115000
kota,rekreasi,314000
jembatan,,194500
kebun,,162500
kebun,,446500
fasilitas,pantai,282000
air,,199500
museum,,18500
sejarah,,163000
kapal,rekreasi,122500
waterpark,,267000
patung,masjid,87000
kapal,jembatan,78000
jalan,air,191000
wisata,,239500
wisata,keluarga,269000
waterpark,,78500
kebun,sejarah,87500
museum,kebun,160000
jembatan,,82000
budaya,masjid,177000
jalan,keluarga,278000
keluarga,kapal,281500
pantai,,123500
wisata,waterpark,238000
wisata,sejarah,391500
wisata,,241500
kebun,,100500
rekreasi,kota,384000
fasilitas,,115500
wisata,jembatan,78500
budaya,patung,220500
pantai,museum,79500
masjid,,55500
rekreasi,sejarah,260500
monumen,,284000
kota,,343500
budaya,masjid,271500
budaya,,216000
jembatan,laut,359500
waterpark,,267000
patung,,330500
fasilitas,,233500
monumen,,43500
museum,,344000
sejarah,monumen,202500
rekreasi,keluarga,408000
kapal,jembatan,355500
masjid,keluarga,32500
fasilitas,,316000
waterpark,sejarah,356500
fasilitas,,287000
budaya,,13500
sejarah,,70000
jembatan,museum,466500
pantai,,109500
pantai,,58000
wisata,fasilitas,415500
kota,rekreasi,229000
air,,429500
kapal,,98500
jalan,,95500
kapal,air,220000
waterpark,,114500
masjid,,197500
fasilitas,,61500
kota,taman,227000
budaya,sejarah,421000
taman,,222000
rekreasi,,135500
keluarga,masjid,404000
rekreasi,patung,109000
monumen,wisata,121500
wisata,,34000
budaya,monumen,7500
kapal,patung,200500
kapal,,431000
laut,,12000
patung,,383000
monumen,,10500
kapal,,400000
keluarga,wisata,367000
patung,,39000
sejarah,,365500
patung,air,93500
air,keluarga,99000
kebun,jalan,286000
jembatan,,468000
wisata,laut,281000
waterpark,kapal,410500
sejarah,fasilitas,446500
waterpark,wisata,231500
kota,,108000
patung,air,30500
taman,jembatan,115000
masjid,kapal,276500
patung,rekreasi,110500
kota,,245500
pantai,,439000
masjid,monumen,450000
masjid,,370500
pantai,masjid,435000
rekreasi,,294000
kebun,fasilitas,49500
patung,,286000
waterpark,,390000
keluarga,,76000
masjid,,149500
waterpark,,286500
sejarah,patung,187500
monumen,,134000
fasilitas,,247500
jembatan,,35500
air,,13000
sejarah,,109000
pantai,budaya,74000
laut,,126000
pantai,budaya,410000
air,,152000
masjid,air,53500
patung,,461500
fasilitas,,297000
waterpark,,38000
laut,,461000
monumen,,393500
sejarah,budaya,247500
budaya,wisata,366500
museum,rekreasi,236500
kapal,,333000
sejarah,masjid,427500
air,jalan,358500
jembatan,taman,5000
monumen,wisata,160500
museum,rekreasi,30000
jembatan,budaya,35000
monumen,,105000
pantai,sejarah,138500
museum,laut,19000
jembatan,,391500
laut,kapal,349000
patung,rekreasi,390000
rekreasi,waterpark,385500
kota,wisata,467000
kapal,,309000
masjid,,139000
sejarah,jalan,313500
rekreasi,,447500
masjid,kota,123000
kapal,fasilitas,233000
museum,,84500
monumen,,323500
jalan,fasilitas,178000
keluarga,,367000
kebun,,294500
wisata,,101000
rekreasi,waterpark,67500
patung,,311500
jembatan,patung,188000
kapal,,452000
keluarga,kapal,307000
museum,,203000
keluarga,taman,455000
monumen,,131000
budaya,,434500
waterpark,,241000
budaya,,290000
kota,budaya,276500
wisata,jalan,9500
kapal,,420500
rekreasi,,22500
masjid,kapal,285500
jalan,pantai,228000
air,,16500
budaya,taman,59000
jembatan,rekreasi,56000
waterpark,jembatan,414500
waterpark,kapal,142500
rekreasi,,297000
keluarga,,44000
budaya,air,187500
museum,rekreasi,140500
kebun,,204500
patung,,304500
masjid,waterpark,382500
patung,,323500
jalan,,317500
museum,monumen,158000
kota,,365500
air,kebun,8500
laut,kapal,343500
jembatan,budaya,9000
budaya,,404500
budaya,,251500
jalan,patung,223000
taman,budaya,4000
masjid,,35500
kota,budaya,377000
patung,pantai,164000
rekreasi,,461000
laut,,306000
budaya,patung,11500
kapal,,201000
air,,230000
fasilitas,,418500
kebun,jembatan,293500
kapal,,57000
monumen,,122000
fasilitas,,121000
keluarga,fasilitas,420500
taman,budaya,309000
museum,,221000
museum,,148500
