preferences_1,preferences_2,budget
gunung,,522500
kalimantan,,174000
taman,air,2000
danau,,570500
kebun,,379500
wisatawan,,392000
rekreasi,,164000
kalimantan,wisata,308000
wisata,,401000
main,suasana,156000
suasana,,382500
main,danau,106000
taman,suasana,191500
kota,danau,444000
hutan,,517500
taman,,570000
terjun,,313500
pulau,terjun,413000
suasana,,445500
kota,terjun,169500
pulau,bukit,357000
danau,,42500
hutan,alam,378500
kalimantan,,309500
hijau,danau,368500
gunung,,97000
suasana,,554500
hijau,,532500
suasana,alam,247000
raya,,547000
kota,wisatawan,38000
kota,,197500
alam,,442000
wisata,,79000
kebun,,185000
wisatawan,alam,431500
danau,main,407500
gunung,,60500
air,,330500
hijau,danau,417500
hijau,,13500
kota,hutan,75500
taman,hutan,417500
hijau,kota,481500
raya,hutan,20000
gunung,,52000
wisata,main,31500
wisata,,511500
wisata,raya,104000
gunung,,423000
alam,,348500
pulau,raya,115500
terjun,taman,465000
alam,raya,190000
wisatawan,,81500
pinus,,230000
pinus,pulau,131500
hijau,,191000
taman,kota,381000
wisatawan,,320500
hijau,suasana,407500
kalimantan,,270000
alam,kebun,93000
hutan,,248000
suasana,,482500
air,kota,413500
kalimantan,,167000
rekreasi,main,4500
wisata,pulau,429000
danau,kebun,295000
danau,pinus,423000
kebun,hutan,470500
raya,,486000
wisatawan,,424000
terjun,gunung,374000
kebun,terjun,541500
kalimantan,raya,45000
main,danau,505500
gunung,bukit,324500
alam,kota,537500
suasana,,363500
kebun,hutan,307500
suasana,taman,237000
hutan,,420500
bukit,,301000
pulau,hutan,554500
kota,suasana,428000
gunung,bukit,249000
air,terjun,316000
pulau,,552000
wisatawan,hijau,47000
rekreasi,,262000
terjun,,395000
pulau,gunung,177500
alam,,294500
taman,,3000
bukit,wisatawan,466000
hutan,,324500
pinus,,85000
danau,hijau,321500
main,,216000
wisatawan,,90000
kebun,main,381000
pinus,air,489500
pulau,,189000
wisata,,448000
kota,,355500
gunung,wisata,307500
wisata,hutan,286500
danau,,22000
air,hutan,462500
wisatawan,,193500
kebun,suasana,386000
taman,danau,211000
air,wisata,491000
bukit,,96500
alam,,365500
bukit,wisata,456000
danau,,310000
air,,162500
terjun,,20000
hijau,alam,541500
kota,kalimantan,424500
pinus,kalimantan,165000
kalimantan,,391000
gunung,suasana,401500
taman,,208500
terjun,hijau,176500
terjun,,334500
bukit,rekreasi,482000
main,,418500
wisata,wisatawan,45500
hijau,wisata,119500
wisata,,127500
hijau,,398000
terjun,alam,557500
pulau,gunung,571500
wisatawan,hijau,413500
kalimantan,gunung,383000
hutan,pinus,470500
kebun,,553000
raya,alam,413000
air,raya,433500
air,raya,436000
hutan,,292500
wisata,danau,378500
main,,70500
main,taman,159000
hutan,,524500
taman,pinus,42000
hutan,suasana,338500
taman,hutan,457000
kalimantan,terjun,482000
kebun,wisatawan,298000
rekreasi,main,255000
kebun,main,113000
suasana,,55500
wisatawan,hijau,129500
wisatawan,danau,128500
rekreasi,pulau,176000
terjun,air,417500
gunung,wisata,298500
terjun,raya,283500
kota,,496000
danau,,536000
kalimantan,,39000
air,,79500
kalimantan,wisatawan,452000
raya,terjun,14500
wisatawan,danau,61000
taman,,393000
gunung,wisatawan,239500
gunung,air,172500
hijau,,172000
alam,pulau,52000
main,hutan,181000
wisatawan,pulau,128500
kebun,,368500
danau,main,100000
rekreasi,air,63500
bukit,danau,507000
kalimantan,pulau,299000
kalimantan,,504000
taman,danau,558500
pinus,,34500
alam,,49500
bukit,wisata,558500
danau,air,262000
air,rekreasi,407000
main,taman,410500
rekreasi,,25500
kalimantan,main,69500
raya,alam,437500
bukit,,388000
alam,taman,506500
suasana,,28500
alam,hijau,49000
taman,,35500
wisata,wisatawan,544000
main,suasana,278000
wisata,danau,208000
rekreasi,suasana,91000
alam,pulau,313500
danau,taman,237000
alam,raya,318500
kota,bukit,383500
bukit,,54500
gunung,danau,555500
kalimantan,,457500
hijau,taman,548500
bukit,wisatawan,532500
danau,,54500
kalimantan,wisata,267000
kota,,258500
raya,,520500
raya,alam,172500
kota,,392500
kota,,431500
bukit,kebun,298000
raya,,287000
alam,bukit,395000
kalimantan,,162000
raya,terjun,104500
hijau,rekreasi,257500
air,,102500
taman,,57500
pinus,,307000
kebun,,369000
suasana,air,27000
raya,main,313000
alam,wisatawan,316000
air,hutan,482000
wisata,,217500
main,bukit,439000
kebun,,432500
kalimantan,,325000
raya,,12000
pinus,hijau,190500
main,danau,341000
pinus,,221500
kota,,37500
raya,wisatawan,336000
rekreasi,,308500
kota,,161500
kota,danau,158500
hijau,kebun,246000
taman,,95500
taman,,465000
danau,,100000
hutan,hijau,304500
suasana,main,93500
terjun,bukit,354500
hijau,terjun,198000
bukit,,410000
danau,gunung,529000
raya,kota,241000
kalimantan,,10000
bukit,,153500
pinus,kalimantan,487000
pinus,,91000
danau,,504500
hijau,,121000
pulau,,519500
terjun,hutan,209500
alam,main,129500
kota,hutan,135500
danau,,363000
alam,,25500
main,,535000
gunung,,336500
wisatawan,,500000
hijau,,347500
kalimantan,,310500
pulau,,383500
kebun,,123500
hijau,,366500
pinus,bukit,541000
bukit,rekreasi,119000
danau,gunung,168500
pulau,kalimantan,253000
pulau,,433000
main,,2500
taman,danau,506500
wisatawan,alam,354500
kota,,300000
bukit,wisata,325500
raya,bukit,4000
raya,terjun,517000
taman,alam,506500
pinus,,461500
kebun,,202500
bukit,,4000
suasana,kota,571500
air,danau,519000
alam,pinus,482000
main,,81000
gunung,hutan,514500
raya,gunung,17500
hijau,kota,309000
air,,386500
suasana,kota,49000
hijau,wisatawan,469000
bukit,,499500
pinus,kalimantan,428000
suasana,kota,118000
taman,main,340500
bukit,,157500
rekreasi,,348000
air,,463000
wisatawan,,447500
kalimantan,danau,453500
wisatawan,air,385000
kalimantan,wisata,196000
hijau,,107000
pulau,,214000
main,,479500
suasana,main,153000
air,pulau,480000
pinus,,301000
pulau,,316000
main,hutan,416000
pulau,,12500
bukit,wisatawan,500500
wisatawan,,568500
gunung,wisata,299500
pulau,,386000
pinus,,494000
kebun,,391000
raya,danau,317000
main,,165500
main,,397000
wisata,,176500
air,,372000
wisata,kebun,38500
kota,,66500
gunung,pulau,17500
terjun,bukit,275500
kota,,438000
bukit,kota,564000
bukit,,193500
raya,hijau,417500
kebun,hijau,325000
air,alam,236500
alam,rekreasi,531000
pulau,rekreasi,404000
pulau,,430000
air,pulau,545500
gunung,raya,57000
kebun,danau,421000
taman,,520000
wisatawan,hijau,419000
gunung,,233000
wisatawan,,162500
wisatawan,hutan,559500
alam,suasana,118500
wisata,,476000
terjun,,377500
hijau,terjun,527500
air,raya,442500
suasana,hijau,295500
rekreasi,kota,101000
bukit,kebun,402000
gunung,,270000
wisata,,363500
raya,terjun,202500
terjun,alam,478000
wisata,gunung,12500
hutan,,259500
alam,pinus,422000
danau,,108000
air,hutan,144000
pulau,,443500
rekreasi,,41000
danau,bukit,146500
kebun,wisata,216000
alam,,224500
gunung,,430500
pulau,,304000
pinus,taman,37500
suasana,danau,146500
pinus,,393000
kebun,,10500
hutan,,499500
hijau,,260000
taman,,223000
danau,,144000
bukit,,402500
kalimantan,,274000
air,wisata,61500
suasana,,25000
pulau,raya,298500
rekreasi,wisata,105000
taman,,211000
air,rekreasi,284500
suasana,,270000
raya,kota,554500
bukit,,171500
wisatawan,kota,422500
raya,,482000
danau,pinus,159000
kebun,,509000
hijau,,203000
pulau,,366500
kalimantan,,108500
kota,gunung,114000
suasana,,97000
hutan,,501000
raya,,37500
kalimantan,,50500
main,,138500
kalimantan,kota,540500
kalimantan,,102500
danau,hutan,409500
danau,,335500
taman,,9000
hutan,air,552000
gunung,wisata,262000
air,,15000
pinus,,66000
air,,223500
gunung,kebun,417500
kebun,,497500
raya,kalimantan,528500
hutan,kebun,166000
air,,261500
air,,265500
kalimantan,,392000
kalimantan,,308500
alam,,57000
pulau,,276000
kebun,,319000
taman,,70500
main,taman,442000
alam,kalimantan,443500
wisata,raya,145000
bukit,,306000
taman,wisatawan,314500
gunung,,573000
taman,kebun,437500
alam,terjun,326000
alam,hutan,130500
pinus,wisatawan,115500
wisatawan,,390000
kalimantan,,57500
kota,pinus,515000
air,,444500
raya,pinus,304500
gunung,,61500
main,pulau,349000
kebun,wisatawan,97000
suasana,main,126000
bukit,,526000
pulau,,386500
hijau,,566000
taman,,80000
gunung,,246000
suasana,raya,220500
hutan,,160500
taman,,354000
pulau,terjun,85000
kalimantan,hutan,542000
hutan,suasana,327000
kota,pulau,531500
hutan,,521000
danau,pinus,109500
rekreasi,,190000
pulau,kota,5000
hijau,,9500
bukit,hutan,170000
rekreasi,wisatawan,87000
kebun,,209000
hijau,air,141000
kalimantan,raya,450500
kota,main,235000
hijau,kebun,539500
hutan,wisatawan,355500
terjun,,96500
pinus,kebun,274000
wisatawan,taman,406500
rekreasi,,217500
bukit,,500500
main,,127000
pinus,,542500
wisata,,378000
bukit,suasana,142500
alam,,395500
main,hijau,108500
taman,hijau,70000
alam,,557000
taman,kalimantan,401000
terjun,,459500
terjun,,290000
main,,224500
gunung,,197000
raya,air,407500
danau,,453000
suasana,alam,457000
taman,suasana,8500
kota,,54000
gunung,,377500
kota,alam,187000
air,raya,179000
kota,gunung,357500
hutan,,512000
wisata,,101500
air,,130500
suasana,,190500
bukit,terjun,440500
bukit,,285000
danau,kebun,168500
terjun,pulau,0
rekreasi,pulau,230500
danau,,318500
terjun,suasana,230000
pulau,,239500
air,,408500
pulau,,507000
pinus,gunung,195000
taman,,446000
hijau,,193000
air,,248500
terjun,rekreasi,74000
kota,kebun,352500
taman,,316000
pulau,rekreasi,353000
danau,,308000
gunung,pulau,493000
terjun,,406000
wisata,,117000
suasana,kota,412500
raya,,241500
suasana,,88500
bukit,alam,222500
suasana,raya,540500
bukit,,216500
hijau,,178500
taman,raya,69000
hijau,wisata,223000
suasana,,92000
danau,,81000
rekreasi,bukit,483000
taman,rekreasi,517000
wisatawan,raya,135500
kebun,hijau,27500
wisatawan,,288500
terjun,,435000
suasana,hijau,78500
gunung,,379000
pinus,,284500
taman,,330500
hijau,,171500
rekreasi,gunung,508000
pinus,hijau,175500
terjun,kebun,228000
pinus,kebun,212500
hutan,bukit,344000
rekreasi,,540000
taman,,62500
rekreasi,pinus,570500
kalimantan,,363500
bukit,pinus,55500
gunung,main,474500
wisata,,60500
main,,260500
bukit,,260500
kalimantan,alam,283000
terjun,,444500
kebun,,116500
pinus,kota,419000
kalimantan,,237500
hutan,,122000
pulau,,477500
bukit,,76000
kebun,main,390000
rekreasi,,566000
gunung,,259500
taman,bukit,355000
kota,suasana,108500
air,danau,406000
raya,,30000
gunung,,511500
pinus,,112500
raya,gunung,205500
hutan,air,88500
kota,,398500
taman,,487500
bukit,,97000
suasana,kebun,304000
suasana,danau,120500
pulau,,526000
hijau,wisatawan,84000
danau,,483500
alam,,24000
rekreasi,,190000
gunung,pinus,436500
kalimantan,,158000
pinus,suasana,210500
rekreasi,,356000
danau,,491000
terjun,,516000
suasana,,442500
kebun,kota,208500
terjun,,567000
kebun,,190500
kota,,49500
rekreasi,,40000
bukit,,207500
terjun,danau,17000
alam,,337500
pinus,,231000
terjun,wisata,430500
kebun,,513000
hutan,taman,203000
hijau,wisatawan,244500
gunung,,330000
danau,,260500
kota,gunung,279500
alam,hijau,362000
alam,rekreasi,342000
terjun,main,130500
bukit,gunung,543000
bukit,pinus,395000
pulau,terjun,301500
bukit,kebun,303000
gunung,,130500
kota,hijau,86000
raya,danau,552000
wisata,rekreasi,88000
main,,294500
gunung,,323500
hutan,,98000
pinus,,268000
raya,,397000
bukit,kebun,564500
kota,,34000
danau,,455500
bukit,hutan,103500
suasana,alam,258000
wisatawan,,302500
wisatawan,rekreasi,41500
rekreasi,bukit,295000
terjun,kalimantan,63000
wisata,terjun,564500
wisatawan,danau,44000
danau,taman,247000
rekreasi,gunung,293500
kebun,,44000
kebun,taman,374500
air,bukit,258500
air,hutan,485500
bukit,,29000
wisata,alam,544000
air,,66000
wisatawan,kalimantan,414500
kebun,,477500
pulau,pinus,408500
rekreasi,,10000
kalimantan,raya,524000
hijau,,238000
kalimantan,rekreasi,467500
raya,air,394000
wisatawan,,2000
rekreasi,,16500
hutan,,10500
pulau,alam,200000
kebun,,359000
pinus,kalimantan,105000
suasana,,279000
gunung,,128000
wisata,raya,326000
terjun,,282500
taman,,327000
kalimantan,,91000
air,pulau,60500
hutan,,2000
taman,gunung,557500
wisata,,225000
kota,,115500
kebun,hutan,117000
wisatawan,bukit,322000
air,,347000
kalimantan,,298000
rekreasi,,65000
terjun,gunung,517000
hutan,kalimantan,389500
suasana,,563500
kebun,,116000
raya,,61500
terjun,,150000
pinus,,336500
gunung,,379500
wisata,,247000
hijau,,112500
rekreasi,suasana,554000
raya,,223500
rekreasi,bukit,20000
gunung,alam,397500
kota,,86000
gunung,,208500
main,,378500
hutan,,507500
rekreasi,,351500
air,,532000
main,,26500
kebun,air,164500
rekreasi,kota,380500
kalimantan,alam,29000
suasana,,452500
raya,pinus,382000
wisatawan,,307500
taman,,75500
air,gunung,276000
kota,,466000
gunung,alam,417500
terjun,,424500
kota,kebun,83500
taman,main,136000
pulau,kebun,146000
danau,,566000
kebun,rekreasi,181500
air,wisatawan,216500
kalimantan,,487500
danau,hijau,528000
wisata,,570500
kota,,127500
wisata,,534500
raya,hutan,246500
bukit,taman,383500
hutan,,186000
wisatawan,,70000
rekreasi,wisata,451500
hutan,rekreasi,380500
danau,,38500
terjun,wisata,348000
gunung,kebun,506500
wisata,kebun,22500
main,,281500
hijau,taman,302500
main,terjun,561500
main,,338500
kalimantan,,506000
kota,,292500
hijau,suasana,122500
danau,,554500
pulau,kota,528000
kebun,hijau,409500
air,gunung,133500
wisatawan,bukit,419500
wisatawan,kebun,390000
bukit,,238500
alam,,547500
danau,wisatawan,153000
air,pinus,51500
hijau,gunung,537500
wisata,,93000
air,,410500
alam,gunung,4500
kalimantan,,72500
alam,bukit,553000
wisatawan,hijau,458500
raya,,328500
pulau,,176500
danau,main,287000
alam,pulau,241000
pulau,raya,318500
suasana,,465500
main,,27500
kota,,413500
