preferences_1,preferences_2,budget
nasional,taman,771500
museum,,1009000
sejarah,,146000
taman,jalan,2219000
alam,,3601500
pulau,,3204500
pasar,kawasan,2818000
taman,nasional,2332500
pusat,,2993500
budaya,,136000
monumen,,3380000
luas,pusat,228500
rekreasi,,2102000
seni,,875000
luas,,3459000
jalan,,1945500
pulau,rekreasi,1516000
kawasan,,1726000
jalan,,3229000
seni,,3003000
sejarah,,2320500
pusat,,2555000
sejarah,luas,2632500
sejarah,budaya,1365500
jalan,,3289000
rekreasi,,1748000
pasar,pusat,2250500
pusat,rekreasi,3426500
pusat,pulau,2917500
pusat,,1121000
masjid,,1436500
pulau,,103500
taman,,3645500
pasar,rekreasi,422500
pasar,,164500
wisata,,1984500
masjid,,3122000
budaya,,2197500
rumah,,1174000
pulau,nasional,3054500
taman,,2512000
masjid,kawasan,1976500
museum,pasar,1104500
rumah,kawasan,1456000
luas,,3716500
luas,,874000
sejarah,,2795500
masjid,,672000
nasional,,681500
rekreasi,,1105500
museum,,1656500
pulau,pusat,1214000
pasar,,2446500
pasar,,3197000
seni,,1767500
sejarah,pulau,1251500
sejarah,,952000
rumah,taman,688500
kota,,3600000
seni,,2635000
pusat,taman,1272500
kota,sejarah,784500
nasional,,942000
taman,kota,723500
sejarah,,874000
taman,kota,1521000
pasar,,3537500
kota,,39500
masjid,,2128500
budaya,,1113500
taman,,2738000
pulau,,3405000
pulau,,1425000
pasar,pusat,619500
monumen,,979000
pulau,seni,2142000
wisata,kota,1390000
rekreasi,masjid,172000
pusat,,3495000
rekreasi,nasional,588000
kawasan,,771500
kawasan,kota,2591500
pusat,pulau,46500
luas,,2070500
pusat,seni,3498500
pusat,kawasan,885000
nasional,,3131500
kota,rekreasi,3149000
sejarah,,887500
pulau,,3048500
alam,,2776500
kawasan,museum,2906000
rumah,,1805000
luas,sejarah,3588000
sejarah,taman,1264000
kota,,1058500
wisata,,120500
rumah,luas,3078000
rekreasi,masjid,779500
seni,,3319500
alam,,2414500
seni,budaya,2743500
pulau,wisata,1361500
pasar,,3713500
kawasan,,1256500
monumen,rumah,799000
alam,wisata,694500
wisata,,805500
seni,monumen,1784500
rekreasi,rumah,3427000
alam,kota,1559500
masjid,rekreasi,3651500
museum,pusat,1601500
luas,taman,1894000
museum,masjid,254000
museum,,1944500
budaya,museum,115500
sejarah,nasional,3524000
budaya,,1964000
kota,,3064000
museum,,3677500
taman,,2255000
pasar,budaya,2138500
seni,,2825500
seni,rumah,2087000
kawasan,,880000
pasar,,2227000
pusat,sejarah,431000
jalan,,2869500
kota,,1670500
alam,kota,2919500
pusat,pulau,2755500
seni,,47500
pasar,,2202500
luas,,491500
rumah,pusat,1937000
kawasan,budaya,1151000
kota,,2322000
monumen,nasional,3285500
nasional,,2896500
kota,masjid,3528000
wisata,,468000
kota,masjid,565000
nasional,pulau,870000
pasar,luas,641500
rekreasi,luas,458500
pasar,,255000
budaya,jalan,1095500
alam,,1238500
pusat,museum,120000
kawasan,,896500
rekreasi,,2656000
pasar,jalan,1058000
masjid,kawasan,916500
kota,museum,3370500
kota,luas,1662000
kota,,3742500
pusat,kota,2759500
rekreasi,jalan,2606500
rekreasi,,889000
luas,,3258500
pasar,jalan,3560000
nasional,masjid,465500
pusat,alam,1886500
pasar,seni,1374000
masjid,jalan,1221500
taman,wisata,2404500
pusat,jalan,2079000
jalan,pulau,1082000
kawasan,,1529500
alam,wisata,1384500
seni,masjid,1268500
kota,,1885500
seni,nasional,3776000
monumen,,3174500
monumen,luas,2985000
pusat,kota,3023000
pusat,wisata,2352000
rumah,alam,1146000
kawasan,pasar,1482500
kawasan,luas,2245500
taman,,86000
budaya,pusat,1930500
sejarah,,3677000
seni,,2347500
alam,,1952000
budaya,pulau,1125000
luas,nasional,3690000
rumah,kawasan,934000
kota,jalan,1276500
kawasan,seni,1373500
luas,,757500
kawasan,seni,2005000
wisata,monumen,1067000
masjid,,3033500
nasional,,1881500
budaya,,2549500
seni,alam,1370500
kota,,2116500
masjid,pulau,2797000
budaya,sejarah,1027500
pusat,,2835500
luas,,3554000
nasional,kawasan,1790000
pusat,,915500
nasional,pusat,2969000
seni,luas,1227000
monumen,,218000
kawasan,,2518000
budaya,,3395000
kota,,478000
masjid,rekreasi,1114000
alam,pusat,339000
masjid,nasional,2070000
seni,pusat,2904000
rumah,,3209500
seni,,455500
kota,nasional,595500
masjid,rumah,1264000
monumen,,1092500
taman,,541500
nasional,,2917500
pusat,,773500
seni,masjid,3414000
pusat,nasional,2318500
nasional,masjid,2659500
rekreasi,wisata,2935000
kota,seni,1890000
seni,masjid,760000
pusat,,1080500
alam,kawasan,3014000
nasional,seni,3545500
masjid,,2280500
pasar,,3450500
seni,,2667500
pusat,,1569500
seni,rekreasi,1998000
pasar,,2764000
pusat,,507500
budaya,jalan,3674000
kawasan,,506500
alam,masjid,1447500
nasional,,1359500
pusat,kota,1540000
pusat,,1919000
luas,,2967500
kota,seni,1650000
rekreasi,taman,76000
pusat,,224500
pasar,,2117500
rekreasi,luas,3297000
alam,pasar,2611000
alam,,2537500
pusat,kota,3729000
jalan,rumah,667000
rekreasi,seni,2845000
seni,pusat,574000
alam,,133500
seni,,2576500
monumen,museum,3293500
seni,,2819500
kota,nasional,2928500
monumen,,3169000
rumah,rekreasi,978500
taman,,3040500
taman,pusat,2286000
kawasan,wisata,2565000
jalan,masjid,3620500
budaya,,636000
jalan,pusat,864500
monumen,luas,2932500
pusat,,1427000
rekreasi,rumah,2255500
budaya,,158500
pusat,,627500
kota,,2486500
wisata,,1999000
museum,,3137500
kawasan,luas,476500
rumah,masjid,251000
budaya,,3077500
taman,pusat,3581000
monumen,rumah,2177500
sejarah,alam,2760000
pusat,luas,959500
pusat,jalan,3467000
kota,,1433000
rumah,pusat,3769000
monumen,sejarah,867500
taman,alam,1570500
budaya,rekreasi,520000
monumen,,1186500
taman,,1578500
pasar,,3199000
masjid,seni,2679500
museum,,1004000
nasional,kota,810500
pusat,museum,2743000
alam,,409500
alam,kawasan,1327500
pulau,pusat,615500
pusat,,370500
taman,sejarah,2027000
wisata,pusat,1751500
seni,,1599000
kawasan,,38500
masjid,,2804500
rekreasi,,913000
masjid,wisata,2894000
alam,,2256500
luas,,944500
taman,,3105000
rekreasi,monumen,3714500
luas,,1471000
kawasan,,3063000
rekreasi,masjid,2216500
rekreasi,,789000
nasional,,1808500
nasional,,1114000
taman,,4000
budaya,,976500
nasional,,3537500
kawasan,,1073500
pusat,rumah,2769000
museum,pusat,3111000
budaya,masjid,3614000
pusat,,3096000
pusat,,736500
pusat,,1197000
kota,,2873500
sejarah,,2219000
sejarah,wisata,3638500
sejarah,,1171500
seni,kawasan,2924500
jalan,budaya,957500
alam,taman,838500
luas,,1066000
budaya,jalan,3139000
sejarah,rumah,892500
rekreasi,pulau,3096000
seni,pasar,2718500
pusat,,1111500
pasar,seni,1838000
rumah,kawasan,2913000
nasional,masjid,2869500
kota,,3591500
budaya,kota,3067000
museum,,924000
jalan,taman,1056500
kota,luas,1376000
alam,,3517500
alam,pusat,1709500
museum,,1562500
pasar,,3162500
pusat,pasar,928500
wisata,,3505500
sejarah,budaya,3317000
luas,,1766000
nasional,budaya,320500
wisata,,3040500
kota,,3394000
seni,,363500
nasional,,110000
budaya,kawasan,2726500
kota,,3681000
sejarah,luas,2568500
alam,,1826000
sejarah,kawasan,3742500
pusat,masjid,776000
wisata,,3040500
pasar,,3557500
wisata,,579000
taman,,782000
pusat,rumah,2449500
taman,,2677000
masjid,kawasan,175500
seni,,1845500
rumah,kawasan,2671000
pusat,,2255500
pasar,,3430000
pasar,,3666000
kawasan,,695500
budaya,,1743000
alam,sejarah,853500
kawasan,,2864500
taman,,2822000
pusat,masjid,1307000
sejarah,wisata,2816500
pusat,museum,195500
kota,alam,3787500
nasional,pusat,1628500
masjid,,102000
wisata,,2345500
nasional,pusat,1802500
seni,kota,2539500
jalan,,3268000
seni,,1315500
rekreasi,alam,2147000
wisata,,305000
kawasan,nasional,3579500
masjid,seni,1235500
jalan,,3216000
kota,nasional,1689000
luas,,2141000
pusat,nasional,583000
seni,wisata,4000
pasar,,2652000
rumah,,5500
luas,,1351500
museum,,443500
rekreasi,kawasan,1771000
masjid,,3664000
pasar,,3427000
museum,pusat,1140500
nasional,museum,3254500
wisata,,2125000
budaya,alam,2251000
pasar,,1752000
taman,rumah,1163000
monumen,,1227500
museum,nasional,1580000
luas,kawasan,3455500
wisata,monumen,2410000
kota,,2900000
luas,wisata,3484500
budaya,wisata,3013000
luas,pusat,3188500
museum,alam,1777500
kawasan,,1495500
luas,alam,757500
alam,masjid,3492500
monumen,jalan,2760000
kota,,3520500
masjid,rumah,2805000
monumen,pasar,2333000
kawasan,seni,2526000
taman,pusat,317000
kawasan,pulau,3650500
museum,jalan,3761000
jalan,pusat,2562000
pusat,,3287000
alam,wisata,2326500
kota,kawasan,2661000
seni,nasional,3293000
kawasan,,1811500
pasar,masjid,252000
pulau,,3501000
rumah,,705000
rekreasi,,3248000
alam,sejarah,1761500
pasar,,2081500
rekreasi,,2978000
masjid,,1382500
pulau,luas,1844000
pusat,jalan,965000
seni,,2056500
pusat,,3594000
seni,budaya,407000
rekreasi,,2291500
sejarah,,3703000
nasional,museum,973000
rumah,,722500
budaya,kota,1337500
masjid,,47500
jalan,,212000
pasar,jalan,1143500
pulau,,459500
rumah,,2719500
pulau,,893000
pusat,,173000
pusat,,3637500
kawasan,pusat,86500
museum,jalan,3702500
kawasan,,911000
alam,rekreasi,1277000
jalan,museum,9000
pusat,,1702500
taman,pusat,1699000
luas,monumen,1847500
pusat,,2307500
wisata,,3331000
museum,,3607000
luas,taman,3588000
masjid,,130000
monumen,,2308000
luas,,1652000
sejarah,pulau,970000
rumah,luas,554500
pusat,,75500
pulau,,1049000
pulau,rekreasi,1844000
pusat,pulau,2895500
jalan,,503000
alam,pusat,3015000
seni,,162000
monumen,,2569000
budaya,taman,2561500
monumen,,295000
rumah,seni,891500
pulau,,1061000
seni,,1107500
nasional,budaya,588000
masjid,,321500
monumen,kawasan,594000
kota,monumen,1302500
museum,budaya,1273000
wisata,,1530500
sejarah,,59000
luas,kota,908500
pulau,monumen,1558500
kawasan,,2965000
pasar,rumah,2884500
pulau,,2550000
kawasan,,728500
luas,,2103500
pasar,luas,3339000
pulau,,837500
pulau,pasar,1937000
pasar,,1979500
museum,,3734000
seni,pusat,2968000
budaya,,2973000
pasar,jalan,2622000
rumah,budaya,278500
budaya,,1600000
kawasan,,1558000
museum,,1244000
alam,budaya,1909000
rumah,sejarah,2809500
nasional,masjid,51500
pusat,rumah,2426500
alam,luas,2329000
luas,kawasan,3532500
kota,,983000
kota,,1977500
pasar,,2652500
museum,,1251500
sejarah,,2318000
pulau,,2890500
masjid,,3017000
rumah,,985500
pulau,,124500
jalan,pasar,2168000
luas,kawasan,1441500
monumen,wisata,2640000
rekreasi,,338000
nasional,,2626500
pusat,,2393500
nasional,wisata,2049000
kota,,3158000
rumah,,1546000
rekreasi,,146500
kawasan,,2268500
museum,wisata,3496000
monumen,,1673000
pasar,sejarah,3307500
museum,jalan,2477500
pusat,luas,1814500
pusat,nasional,285000
nasional,,2862000
pasar,,3176000
luas,jalan,2751500
luas,pasar,2229000
pulau,masjid,2810000
rekreasi,seni,3658500
pusat,rekreasi,219000
monumen,,1590500
jalan,kawasan,2594500
alam,monumen,835500
pusat,,1576500
seni,,1744500
kawasan,,279000
pasar,museum,3754000
monumen,kawasan,2128000
pasar,rekreasi,1558000
pusat,,1669500
budaya,sejarah,193000
luas,nasional,25000
luas,pulau,1428000
kota,sejarah,3460000
wisata,budaya,2970500
museum,sejarah,1163500
budaya,,32500
jalan,,2683000
luas,,2938500
wisata,,3750000
pulau,,2376500
nasional,,2384500
monumen,,2231500
budaya,,3319500
pulau,taman,1689000
budaya,,3356000
monumen,museum,524500
pusat,,3113500
budaya,,3702500
sejarah,,2794000
pasar,,3057500
kota,wisata,2929500
budaya,,3772000
pasar,,3584000
masjid,nasional,2684000
wisata,rekreasi,1951500
luas,,1956000
pusat,wisata,178500
luas,,2085500
monumen,kawasan,472000
pulau,,603500
kota,pusat,234500
nasional,masjid,1468500
rumah,,2640500
kawasan,kota,3024500
pasar,jalan,1593500
museum,seni,1998500
monumen,pusat,2706500
pusat,pusat,2420000
luas,nasional,3398000
budaya,,1495500
sejarah,masjid,651500
alam,masjid,1696000
pulau,,1017500
alam,,1703000
rekreasi,sejarah,365000
rumah,,796000
alam,pulau,1749500
rekreasi,,1770000
sejarah,budaya,1601000
rekreasi,monumen,1718500
seni,budaya,2102000
masjid,kota,2561000
kota,,3346500
jalan,pusat,3160000
jalan,,2682500
budaya,,1591500
sejarah,rekreasi,2054500
taman,luas,844500
kota,wisata,1153500
jalan,,1372000
masjid,,2404000
jalan,pusat,3509500
budaya,kawasan,2256000
alam,kawasan,871500
kota,rekreasi,1053500
seni,,2564500
jalan,pasar,3618000
pasar,,268500
seni,,2306000
taman,,3138000
taman,kota,1572500
kawasan,pulau,2388000
museum,wisata,2431500
rumah,,1352500
pusat,,1269500
wisata,pusat,692000
seni,,578000
masjid,,817000
sejarah,,1560500
museum,sejarah,3185000
kawasan,masjid,2831500
budaya,nasional,1972500
luas,monumen,271500
kota,rumah,3333000
kawasan,,991000
museum,,2200500
seni,,1002000
museum,seni,1507000
pulau,,48000
rekreasi,monumen,537500
wisata,taman,3298000
sejarah,,2117500
sejarah,masjid,1772000
seni,museum,3615500
monumen,rumah,1309000
rumah,luas,3763000
museum,masjid,1024000
kota,museum,1190500
kawasan,kota,1028000
masjid,rekreasi,2276000
budaya,,2981000
kawasan,,3565000
wisata,,2793000
kawasan,,547000
budaya,,1527000
monumen,,1131500
kawasan,alam,3091500
kota,luas,26000
masjid,seni,2123000
pulau,sejarah,2847000
masjid,rumah,1090500
wisata,,81500
