preferences_1,preferences_2,budget
main,teluk,11500
tanjung,bukit,81500
telaga,pantai,180000
distrik,,20000
telaga,,52000
air,,334500
laut,,158000
distrik,adat,113000
main,air,284000
pasir,,69500
gunung,,331500
laut,alam,296000
kota,,334500
adat,telaga,99500
air,pandang,276000
indah,,226000
kampung,danau,164500
tanjung,,364500
air,,14500
laut,,63500
air,kampung,337000
air,bukit,355000
distrik,,328500
indah,laut,300000
kampung,destinasi,124500
gunung,,81000
danau,laut,69500
gunung,,311500
kota,kampung,239500
adat,wisata,17000
bukit,,353500
pantai,,49500
indah,,260500
pantai,destinasi,351000
alam,,196500
bukit,,44000
main,bukit,122000
pantai,telaga,268500
destinasi,wisata,93000
adat,kota,168500
gunung,,94000
adat,,74500
wisata,alam,20500
air,,71500
danau,kota,37500
telaga,,342500
pantai,,20500
distrik,,278000
main,danau,299000
tanjung,pantai,3000
teluk,,295000
adat,,300000
kota,,155000
main,,150000
bukit,laut,60500
gunung,pasir,167000
gunung,wisata,254000
pantai,,259000
gunung,,241500
alam,pandang,343000
tanjung,,10000
danau,,185500
pantai,,338500
distrik,teluk,357500
alam,,154000
gunung,adat,157500
air,,172500
teluk,wisata,14500
indah,,140500
teluk,,272000
indah,,21000
pandang,indah,202500
laut,adat,241500
alam,pasir,184000
bukit,,19000
pantai,destinasi,25000
kampung,,307500
wisata,,120500
bukit,,276500
tanjung,,287000
gunung,,235000
wisata,,214500
laut,kota,266500
air,pandang,9000
pandang,main,125000
distrik,alam,16000
indah,bukit,168500
wisata,,282000
danau,air,358000
laut,,23500
pasir,,28500
kota,,335500
tanjung,,317500
air,,67500
destinasi,,193500
alam,telaga,64500
tanjung,distrik,202000
laut,gunung,312000
kampung,pasir,102500
pantai,teluk,44500
telaga,,234500
wisata,,279500
adat,pantai,229500
laut,telaga,236500
bukit,gunung,334500
gunung,laut,240500
indah,,170500
pasir,,234500
distrik,gunung,270500
danau,teluk,283000
kota,,120500
distrik,,62500
pasir,distrik,173000
main,laut,13500
air,,35000
kota,tanjung,303500
alam,,348500
kota,,235000
indah,adat,114500
tanjung,pandang,176500
bukit,destinasi,23500
pantai,kampung,307000
tanjung,,57000
telaga,pantai,244000
pandang,alam,72500
air,,353000
telaga,,235000
bukit,teluk,211000
gunung,bukit,150500
gunung,pandang,157000
air,destinasi,288000
laut,destinasi,99000
alam,,23000
tanjung,pandang,30500
telaga,indah,301500
laut,adat,153000
pantai,,4000
wisata,gunung,272500
bukit,pasir,190500
alam,,288500
teluk,,59000
main,kota,45000
indah,,163000
gunung,alam,33000
indah,,292000
adat,,227500
alam,pasir,36000
gunung,danau,65000
indah,,257500
teluk,,1000
distrik,,167000
telaga,laut,177000
laut,,322000
kampung,distrik,333000
bukit,,39500
danau,gunung,131000
indah,wisata,317000
danau,,13000
alam,pasir,297000
laut,destinasi,261500
pantai,kampung,97500
pandang,,181500
adat,,248500
tanjung,bukit,231000
adat,,62500
kampung,pantai,80000
main,,50000
telaga,,92500
tanjung,,301000
laut,tanjung,267000
distrik,tanjung,284000
wisata,pandang,200000
pantai,kampung,27500
air,danau,297500
kampung,,327500
danau,pasir,225000
pantai,air,334000
danau,,128500
main,,5000
destinasi,tanjung,211500
main,,15000
main,danau,49500
bukit,alam,227000
pantai,destinasi,22000
distrik,pantai,221500
air,,252000
laut,kampung,268000
pasir,,40000
kota,wisata,111500
pantai,,141500
kampung,adat,294500
main,,108500
adat,pasir,16500
bukit,teluk,93500
pasir,indah,213500
kampung,indah,163500
indah,telaga,334500
bukit,,350500
bukit,,358500
pantai,,186500
laut,kota,258500
alam,adat,6000
main,,202000
wisata,,347000
kota,,179000
teluk,,304500
kampung,,125000
pandang,distrik,220500
telaga,,322000
alam,bukit,274000
danau,,69000
adat,,171500
air,teluk,347500
wisata,gunung,300500
kampung,pasir,159500
telaga,,78000
distrik,,225000
distrik,,147000
telaga,,60000
pantai,main,13000
pantai,,309500
wisata,kampung,200500
indah,,334000
bukit,laut,284500
bukit,,286000
main,bukit,123000
pandang,kota,239000
teluk,,350500
laut,alam,147500
main,adat,261000
danau,pasir,226000
danau,kota,93000
destinasi,distrik,242500
wisata,,183500
destinasi,,237500
danau,main,178500
pandang,,6500
adat,telaga,188000
gunung,,79500
destinasi,wisata,65500
wisata,tanjung,77000
indah,,307000
danau,air,304000
kampung,,292000
teluk,,302500
adat,indah,254000
kota,kampung,354500
destinasi,telaga,289500
pandang,gunung,153500
air,wisata,237500
indah,,74000
kampung,telaga,60500
telaga,,291000
destinasi,teluk,307500
gunung,,181500
tanjung,,178000
air,,75500
laut,,114000
destinasi,main,37000
danau,kampung,163000
pantai,indah,257500
teluk,,135000
laut,telaga,275000
kota,,341500
teluk,gunung,231000
main,,266500
pandang,,283000
teluk,pantai,54000
pantai,,364500
adat,alam,281500
pantai,,234000
wisata,pasir,218000
danau,telaga,192500
indah,tanjung,223000
main,,73500
gunung,,284500
telaga,,100500
kota,,12500
danau,wisata,135500
danau,main,312000
tanjung,,64500
indah,telaga,96500
telaga,indah,77500
gunung,,134500
main,,301500
wisata,main,26000
pantai,distrik,272500
alam,pandang,317000
bukit,distrik,282500
gunung,,87000
gunung,,248000
alam,,342000
wisata,pandang,103500
tanjung,,254500
telaga,,275500
pasir,,359500
telaga,distrik,59500
kampung,,99000
bukit,teluk,191000
air,,317500
gunung,,226500
laut,air,113500
alam,,358500
laut,,295000
adat,,138500
tanjung,main,104500
alam,pandang,249500
gunung,,133500
wisata,,17500
distrik,danau,290000
gunung,,116000
kota,,208000
teluk,bukit,352500
tanjung,teluk,136500
indah,kampung,320500
gunung,bukit,14500
telaga,,322500
wisata,,142000
main,,339500
main,,87500
distrik,bukit,147500
laut,,11000
pasir,bukit,181500
kampung,air,290500
laut,,165000
distrik,destinasi,360000
kampung,,243000
kampung,,310500
pasir,adat,112000
adat,,273500
pantai,destinasi,108000
telaga,pantai,9000
alam,gunung,208500
pasir,,233000
indah,,229000
bukit,alam,315500
teluk,,178000
laut,,105000
pantai,adat,337000
pasir,distrik,75500
tanjung,,201500
pandang,adat,44500
pasir,,270500
kampung,,91000
teluk,pandang,264500
kota,,232000
destinasi,teluk,158500
pandang,gunung,6000
adat,pantai,320000
air,indah,187500
destinasi,main,135000
indah,,284000
destinasi,,312500
adat,pandang,96000
pasir,,127500
indah,,155000
main,adat,271500
bukit,,169000
gunung,,22000
indah,,204500
kampung,gunung,66500
distrik,,167500
main,,255000
pandang,,116000
gunung,,311500
air,,204500
telaga,main,24000
main,pandang,76500
indah,alam,60000
pasir,,71000
main,pantai,70000
indah,,60500
laut,gunung,55000
adat,bukit,145000
destinasi,,255500
adat,,5500
bukit,destinasi,340000
destinasi,,4500
destinasi,,331000
air,,162500
tanjung,,213500
main,danau,11500
gunung,,32000
pantai,,139000
bukit,telaga,146000
kampung,,193000
air,gunung,280500
indah,bukit,173500
alam,,279000
bukit,main,181500
main,pasir,84000
tanjung,indah,85500
bukit,adat,238500
alam,,215000
destinasi,,25500
alam,indah,254500
main,,90500
distrik,,157500
wisata,,3500
bukit,,301500
tanjung,,308000
indah,pasir,295000
wisata,indah,324000
main,distrik,137000
gunung,,17000
danau,,337000
distrik,telaga,121500
teluk,wisata,225500
gunung,kota,90500
indah,telaga,176500
indah,,217000
air,kampung,156500
pantai,,24000
main,tanjung,134500
bukit,telaga,329000
pantai,kampung,94500
kampung,telaga,129500
main,gunung,68000
wisata,main,20500
laut,tanjung,216000
wisata,,1500
indah,distrik,34500
danau,,178000
teluk,destinasi,223000
pandang,teluk,234000
distrik,,87000
pasir,,123500
air,,311500
tanjung,,138000
adat,,41500
telaga,gunung,289500
danau,kota,109000
bukit,tanjung,154500
destinasi,adat,353500
kota,pasir,358500
air,danau,91000
alam,bukit,93500
kota,air,218000
wisata,kota,114000
telaga,,73500
distrik,,327000
teluk,tanjung,25000
pantai,teluk,236000
gunung,,190000
laut,air,26500
kota,destinasi,149000
adat,teluk,170500
kota,danau,355500
wisata,kampung,44000
danau,kota,198500
teluk,,59000
wisata,pandang,242000
danau,,87000
laut,,77500
teluk,pasir,302500
main,,203000
kota,,12000
telaga,air,311500
pandang,alam,348000
destinasi,,60500
distrik,,209500
wisata,,341000
bukit,kampung,67500
kota,telaga,165000
adat,indah,318500
telaga,pantai,221000
kota,,176000
pasir,,161000
laut,teluk,96500
kota,,36500
pasir,main,210500
tanjung,bukit,135500
pandang,air,331500
pasir,,90000
laut,kota,103000
pantai,gunung,117500
kota,,218500
pantai,indah,273500
wisata,,276000
main,,211500
destinasi,alam,61000
air,,219000
main,pasir,70500
indah,,197000
pantai,distrik,311500
kota,,300000
telaga,,329000
indah,destinasi,365000
kampung,,330500
main,,364000
kota,,340500
telaga,,277000
kampung,kota,331000
alam,,256000
adat,kota,172000
telaga,gunung,283000
pandang,,16500
kota,,123000
main,,121000
tanjung,,39000
danau,,73500
gunung,,117500
main,,295000
adat,,313000
tanjung,,92000
alam,,17500
adat,laut,288000
kampung,,43500
pantai,,158500
kampung,main,214500
tanjung,wisata,152000
laut,,296500
gunung,adat,150500
main,kampung,152500
main,bukit,151500
pasir,wisata,258500
pasir,tanjung,275500
pasir,,276500
wisata,,331000
danau,kota,157000
adat,wisata,362500
adat,kota,235500
tanjung,indah,329000
laut,,15500
telaga,destinasi,4500
bukit,,78000
laut,kampung,94500
kampung,,59500
main,wisata,246000
wisata,gunung,225500
main,,18000
kampung,wisata,325000
distrik,,166500
danau,kampung,3500
indah,main,222000
main,pandang,222000
wisata,laut,61000
main,telaga,17500
adat,main,182500
tanjung,laut,267500
gunung,,307000
bukit,destinasi,50000
tanjung,bukit,157000
destinasi,,288500
laut,,147500
kota,,147000
wisata,,245000
pantai,,61000
adat,telaga,209500
pasir,,300500
danau,alam,9000
main,,8000
kota,,13000
gunung,wisata,155000
destinasi,pasir,344500
bukit,alam,158500
telaga,wisata,248000
laut,,18000
kampung,,276500
wisata,,47500
kampung,,218500
tanjung,danau,7500
tanjung,bukit,263500
pandang,,228500
gunung,,305000
wisata,pantai,136500
bukit,,231500
pasir,,352500
danau,,242500
teluk,tanjung,161500
distrik,gunung,243500
indah,,178000
bukit,distrik,349500
pandang,kampung,71000
air,pandang,291000
danau,laut,4500
danau,laut,129500
adat,laut,290500
telaga,,181500
indah,,91500
air,main,302000
distrik,bukit,312000
pandang,,79000
indah,,238500
kampung,laut,94000
teluk,distrik,182500
laut,alam,216000
tanjung,alam,114000
tanjung,pasir,289500
destinasi,,190500
teluk,,63000
teluk,laut,218500
kampung,,178500
bukit,indah,357000
destinasi,alam,256500
pasir,telaga,225000
destinasi,pandang,187500
bukit,indah,345500
tanjung,wisata,70000
pandang,teluk,239000
kampung,,15000
pantai,,276500
indah,air,104000
pantai,,52000
main,pandang,128500
tanjung,laut,231500
wisata,,19000
alam,,268500
gunung,main,97000
gunung,bukit,81500
telaga,,118000
main,,270000
distrik,,305500
telaga,air,81500
wisata,danau,135500
pasir,,24500
main,,168500
adat,,144000
telaga,,330000
destinasi,,320500
indah,,51500
distrik,bukit,354500
gunung,,56500
pantai,tanjung,358000
gunung,teluk,308500
air,,35000
tanjung,,343000
bukit,telaga,74000
pasir,,90000
pantai,,166000
destinasi,,200500
kota,,41000
alam,air,47500
danau,laut,48500
telaga,teluk,256500
pasir,air,301500
indah,alam,17500
gunung,indah,77500
adat,bukit,111500
bukit,air,48500
telaga,,42500
laut,indah,119000
kota,adat,76500
alam,pantai,178500
pandang,main,232500
teluk,tanjung,344500
pasir,laut,228500
pasir,kota,317000
kota,laut,263000
adat,tanjung,25500
